# File Name: TESTWORDS.txt
# File Size: 173478      
# File Date: 07/19/2023 00:10:21
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2023
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	NOSPACE	NOETERNAL	ETERNAL	NOHELL	YESHELL	SHEOL	GEHENNA	HADES	TARTARUS	ABYSS	LOF	END
Holy-Bible---English---Webster-Bible-Revised	0	GROUP=0/0/0	eternity=1/0/1, eternal=46/45/1, forever=0/0/0, everlasting=92/26/66, evermore=26/3/23, and ever=47/21/26, for ever=380/47/333, always=83/1/82, immortal=1/1/0, age-during=0/0/0, age=39/0/39, ages=4/3/1, of old=60/0/60, world=249/48/201, worlds=2/2/0, long ago=4/0/4, universe=0/0/0, this life=11/1/10, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=8/1/7, present order=0/0/0, time to come=12/1/11, from the first=7/0/7, all times=8/0/8, the true=15/1/14, present life=0/0/0, order of the generations=0/0/0, last day=8/2/6, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=1/0/1, from the very first=1/0/1, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=1106/204/902	hell=54/54/0, GROUP=54/54/0	hell=54/54/0, sheol=63/63/0, gehenna=0/0/0, gehinnom=0/0/0, hades=0/0/0, abyss=0/0/0, bottomless pit=7/7/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=4/4/0, lake that burns with fire=0/0/0, GROUP=128/128/0	hell=54/54/0, sheol=63/63/0, hades=0/0/0, grave's=0/0/0, the grave=42/29/13, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=14/5/9, bars of the pit=1/1/0, alive into the pit=2/2/0, lowest pit=1/0/1, GROUP=177/154/23	hell=54/54/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=54/54/0	hell=54/54/0, hades=0/0/0, underworld=0/0/0, grave's=0/0/0, grave=61/30/31, sheol=63/63/0, GROUP=178/147/31	hell=54/54/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=54/54/0	abyss=0/0/0, the deep=27/3/24, great deep=4/0/4, bottomless pit=7/7/0, the pit=49/9/40, depths below=0/0/0, GROUP=87/19/68	lake of fire=4/4/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=1/1/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---Weymouth-NT	0	GROUP=0/0/0	eternity=1/1/0, eternal=16/16/0, forever=0/0/0, everlasting=1/1/0, evermore=3/0/3, and ever=3/0/3, for ever=26/19/7, always=51/2/49, immortal=1/1/0, age-during=0/0/0, age=35/24/11, ages=87/86/1, of old=7/0/7, world=191/19/172, worlds=1/1/0, long ago=2/0/2, universe=13/2/11, this life=6/2/4, earliest times=1/0/1, all the years=0/0/0, life without end=0/0/0, last days=5/0/5, present order=0/0/0, time to come=0/0/0, from the first=3/0/3, all times=2/0/2, the true=26/1/25, present life=2/1/1, order of the generations=0/0/0, last day=7/2/5, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=2/0/2, from the very first=1/0/1, only true=1/1/0, for all time=0/0/0, everliving=1/0/1, forevermore=0/0/0, truly life=0/0/0, GROUP=495/179/316	hell=0/0/0, GROUP=0/0/0	hell=0/0/0, sheol=0/0/0, gehenna=12/12/0, gehinnom=0/0/0, hades=8/8/0, abyss=1/1/0, bottomless pit=8/7/1, depths below=0/0/0, tartarus=1/1/0, lake of fire=4/4/0, lake that burns with fire=0/0/0, GROUP=34/33/1	hell=0/0/0, sheol=0/0/0, hades=8/8/0, grave's=0/0/0, the grave=2/1/1, underworld=1/0/1, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=0/0/0, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=0/0/0, GROUP=11/9/2	hell=0/0/0, gehenna=12/12/0, gehinnom=0/0/0, underworld=1/0/1, GROUP=13/12/1	hell=0/0/0, hades=8/8/0, underworld=1/0/1, grave's=0/0/0, grave=6/1/5, sheol=0/0/0, GROUP=15/9/6	hell=0/0/0, tartarus=1/1/0, the deepest pit of gloom=0/0/0, GROUP=1/1/0	abyss=1/1/0, the deep=3/0/3, great deep=0/0/0, bottomless pit=8/7/1, the pit=1/1/0, depths below=0/0/0, GROUP=13/9/4	lake of fire=4/4/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=1/1/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---World-English-Bible	0	GROUP=0/0/0	eternity=4/1/3, eternal=72/69/3, forever=404/52/352, everlasting=65/2/63, evermore=0/0/0, and ever=43/22/21, for ever=2/1/1, always=89/1/88, immortal=1/1/0, age-during=0/0/0, age=51/17/34, ages=8/6/2, of old=51/1/50, world=217/22/195, worlds=2/2/0, long ago=16/1/15, universe=1/1/0, this life=7/1/6, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=5/0/5, present order=0/0/0, time to come=10/1/9, from the first=8/0/8, all times=12/0/12, the true=13/1/12, present life=0/0/0, order of the generations=0/0/0, last day=7/2/5, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=1/1/0, lasting=0/0/0, from the very first=0/0/0, only true=1/1/0, for all time=1/0/1, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=1091/206/885	hell=0/0/0, GROUP=0/0/0	hell=0/0/0, sheol=63/63/0, gehenna=12/12/0, gehinnom=0/0/0, hades=11/11/0, abyss=10/9/1, bottomless pit=0/0/0, depths below=0/0/0, tartarus=1/1/0, lake of fire=4/4/0, lake that burns with fire=1/1/0, GROUP=102/101/1	hell=0/0/0, sheol=63/63/0, hades=11/11/0, grave's=0/0/0, the grave=9/0/9, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=15/3/12, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=1/0/1, GROUP=99/77/22	hell=0/0/0, gehenna=12/12/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=12/12/0	hell=0/0/0, hades=11/11/0, underworld=0/0/0, grave's=0/0/0, grave=23/0/23, sheol=63/63/0, GROUP=97/74/23	hell=0/0/0, tartarus=1/1/0, the deepest pit of gloom=0/0/0, GROUP=1/1/0	abyss=10/9/1, the deep=27/1/26, great deep=4/0/4, bottomless pit=0/0/0, the pit=48/7/41, depths below=0/0/0, GROUP=89/17/72	lake of fire=4/4/0, lake that burns with fire=1/1/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=5/5/0	NULL=2/0/2, GROUP=2/0/2
Holy-Bible---English---World-English-Bible-British-Edition	0	GROUP=0/0/0	eternity=4/1/3, eternal=72/69/3, forever=404/52/352, everlasting=65/2/63, evermore=0/0/0, and ever=43/22/21, for ever=2/1/1, always=89/1/88, immortal=1/1/0, age-during=0/0/0, age=51/17/34, ages=8/6/2, of old=51/1/50, world=217/22/195, worlds=2/2/0, long ago=16/1/15, universe=1/1/0, this life=7/1/6, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=5/0/5, present order=0/0/0, time to come=10/1/9, from the first=8/0/8, all times=12/0/12, the true=13/1/12, present life=0/0/0, order of the generations=0/0/0, last day=7/2/5, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=1/1/0, lasting=0/0/0, from the very first=0/0/0, only true=1/1/0, for all time=1/0/1, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=1091/206/885	hell=0/0/0, GROUP=0/0/0	hell=0/0/0, sheol=63/63/0, gehenna=12/12/0, gehinnom=0/0/0, hades=11/11/0, abyss=10/9/1, bottomless pit=0/0/0, depths below=0/0/0, tartarus=1/1/0, lake of fire=4/4/0, lake that burns with fire=1/1/0, GROUP=102/101/1	hell=0/0/0, sheol=63/63/0, hades=11/11/0, grave's=0/0/0, the grave=9/0/9, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=15/3/12, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=1/0/1, GROUP=99/77/22	hell=0/0/0, gehenna=12/12/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=12/12/0	hell=0/0/0, hades=11/11/0, underworld=0/0/0, grave's=0/0/0, grave=23/0/23, sheol=63/63/0, GROUP=97/74/23	hell=0/0/0, tartarus=1/1/0, the deepest pit of gloom=0/0/0, GROUP=1/1/0	abyss=10/9/1, the deep=27/1/26, great deep=4/0/4, bottomless pit=0/0/0, the pit=48/7/41, depths below=0/0/0, GROUP=89/17/72	lake of fire=4/4/0, lake that burns with fire=1/1/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=5/5/0	NULL=2/0/2, GROUP=2/0/2
Holy-Bible---English---World-Messianic-Bible	0	GROUP=0/0/0	eternity=4/1/3, eternal=72/69/3, forever=404/52/352, everlasting=65/2/63, evermore=0/0/0, and ever=43/22/21, for ever=2/1/1, always=89/1/88, immortal=1/1/0, age-during=0/0/0, age=51/17/34, ages=8/6/2, of old=51/1/50, world=217/22/195, worlds=2/2/0, long ago=16/1/15, universe=1/1/0, this life=7/1/6, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=5/0/5, present order=0/0/0, time to come=10/1/9, from the first=8/0/8, all times=12/0/12, the true=13/1/12, present life=0/0/0, order of the generations=0/0/0, last day=7/2/5, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=1/1/0, lasting=0/0/0, from the very first=0/0/0, only true=1/1/0, for all time=1/0/1, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=1091/206/885	hell=0/0/0, GROUP=0/0/0	hell=0/0/0, sheol=74/74/0, gehenna=0/0/0, gehinnom=12/12/0, hades=0/0/0, abyss=10/9/1, bottomless pit=0/0/0, depths below=0/0/0, tartarus=1/1/0, lake of fire=4/4/0, lake that burns with fire=1/1/0, GROUP=102/101/1	hell=0/0/0, sheol=74/74/0, hades=0/0/0, grave's=0/0/0, the grave=9/0/9, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=15/3/12, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=1/0/1, GROUP=99/77/22	hell=0/0/0, gehenna=0/0/0, gehinnom=12/12/0, underworld=0/0/0, GROUP=12/12/0	hell=0/0/0, hades=0/0/0, underworld=0/0/0, grave's=0/0/0, grave=23/0/23, sheol=74/74/0, GROUP=97/74/23	hell=0/0/0, tartarus=1/1/0, the deepest pit of gloom=0/0/0, GROUP=1/1/0	abyss=10/9/1, the deep=27/1/26, great deep=4/0/4, bottomless pit=0/0/0, the pit=48/7/41, depths below=0/0/0, GROUP=89/17/72	lake of fire=4/4/0, lake that burns with fire=1/1/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=5/5/0	NULL=2/0/2, GROUP=2/0/2
Holy-Bible---English---World-Messianic-Bible-British-Edition	0	GROUP=0/0/0	eternity=4/1/3, eternal=72/69/3, forever=404/52/352, everlasting=65/2/63, evermore=0/0/0, and ever=43/22/21, for ever=2/1/1, always=89/1/88, immortal=1/1/0, age-during=0/0/0, age=51/17/34, ages=8/6/2, of old=51/1/50, world=217/22/195, worlds=2/2/0, long ago=16/1/15, universe=1/1/0, this life=7/1/6, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=5/0/5, present order=0/0/0, time to come=10/1/9, from the first=8/0/8, all times=12/0/12, the true=13/1/12, present life=0/0/0, order of the generations=0/0/0, last day=7/2/5, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=1/1/0, lasting=0/0/0, from the very first=0/0/0, only true=1/1/0, for all time=1/0/1, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=1091/206/885	hell=0/0/0, GROUP=0/0/0	hell=0/0/0, sheol=74/74/0, gehenna=0/0/0, gehinnom=12/12/0, hades=0/0/0, abyss=10/9/1, bottomless pit=0/0/0, depths below=0/0/0, tartarus=1/1/0, lake of fire=4/4/0, lake that burns with fire=1/1/0, GROUP=102/101/1	hell=0/0/0, sheol=74/74/0, hades=0/0/0, grave's=0/0/0, the grave=9/0/9, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=15/3/12, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=1/0/1, GROUP=99/77/22	hell=0/0/0, gehenna=0/0/0, gehinnom=12/12/0, underworld=0/0/0, GROUP=12/12/0	hell=0/0/0, hades=0/0/0, underworld=0/0/0, grave's=0/0/0, grave=23/0/23, sheol=74/74/0, GROUP=97/74/23	hell=0/0/0, tartarus=1/1/0, the deepest pit of gloom=0/0/0, GROUP=1/1/0	abyss=10/9/1, the deep=27/1/26, great deep=4/0/4, bottomless pit=0/0/0, the pit=48/7/41, depths below=0/0/0, GROUP=89/17/72	lake of fire=4/4/0, lake that burns with fire=1/1/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=5/5/0	NULL=2/0/2, GROUP=2/0/2
Holy-Bible---English---Wycliffe-Bible	0	GROUP=0/0/0	eternity=0/0/0, eternal=0/0/0, forever=0/0/0, everlasting=0/0/0, evermore=0/0/0, and ever=0/0/0, for ever=0/0/0, always=0/0/0, immortal=0/0/0, age-during=0/0/0, age=57/0/57, ages=1/0/1, of old=0/0/0, world=320/42/278, worlds=0/0/0, long ago=0/0/0, universe=0/0/0, this life=1/0/1, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=0/0/0, present order=0/0/0, time to come=0/0/0, from the first=0/0/0, all times=0/0/0, the true=0/0/0, present life=0/0/0, order of the generations=0/0/0, last day=0/0/0, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=0/0/0, lasting=0/0/0, from the very first=0/0/0, only true=0/0/0, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=379/42/337	hell=0/0/0, GROUP=0/0/0	hell=0/0/0, sheol=63/63/0, gehenna=0/0/0, gehinnom=0/0/0, hades=0/0/0, abyss=0/0/0, bottomless pit=0/0/0, depths below=0/0/0, tartarus=0/0/0, lake of fire=0/0/0, lake that burns with fire=0/0/0, GROUP=63/63/0	hell=0/0/0, sheol=63/63/0, hades=0/0/0, grave's=0/0/0, the grave=0/0/0, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=0/0/0, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=0/0/0, GROUP=63/63/0	hell=0/0/0, gehenna=0/0/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=0/0/0	hell=0/0/0, hades=0/0/0, underworld=0/0/0, grave's=0/0/0, grave=0/0/0, sheol=63/63/0, GROUP=63/63/0	hell=0/0/0, tartarus=0/0/0, the deepest pit of gloom=0/0/0, GROUP=0/0/0	abyss=0/0/0, the deep=0/0/0, great deep=0/0/0, bottomless pit=0/0/0, the pit=28/2/26, depths below=0/0/0, GROUP=28/2/26	lake of fire=0/0/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---English---Youngs-Literal-Translation	0	GROUP=0/0/0	eternity=3/0/3, eternal=2/1/1, forever=0/0/0, everlasting=1/1/0, evermore=0/0/0, and ever=4/0/4, for ever=76/0/76, always=49/0/49, immortal=0/0/0, age-during=174/66/108, age=537/126/411, ages=61/42/19, of old=63/0/63, world=202/12/190, worlds=0/0/0, long ago=3/0/3, universe=0/0/0, this life=2/0/2, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=4/1/3, present order=0/0/0, time to come=1/1/0, from the first=17/0/17, all times=23/0/23, the true=15/1/14, present life=0/0/0, order of the generations=0/0/0, last day=7/2/5, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=2/0/2, lasting=2/0/2, from the very first=0/0/0, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=1249/254/995	hell=0/0/0, GROUP=0/0/0	hell=0/0/0, sheol=63/63/0, gehenna=12/12/0, gehinnom=0/0/0, hades=11/11/0, abyss=10/9/1, bottomless pit=0/0/0, depths below=0/0/0, tartarus=1/1/0, lake of fire=1/1/0, lake that burns with fire=0/0/0, GROUP=98/97/1	hell=0/0/0, sheol=63/63/0, hades=11/11/0, grave's=0/0/0, the grave=9/0/9, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=5/0/5, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=1/0/1, GROUP=89/74/15	hell=0/0/0, gehenna=12/12/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=12/12/0	hell=0/0/0, hades=11/11/0, underworld=0/0/0, grave's=0/0/0, grave=35/0/35, sheol=63/63/0, GROUP=109/74/35	hell=0/0/0, tartarus=1/1/0, the deepest pit of gloom=0/0/0, GROUP=1/1/0	abyss=10/9/1, the deep=24/1/23, great deep=5/0/5, bottomless pit=0/0/0, the pit=47/7/40, depths below=0/0/0, GROUP=86/17/69	lake of fire=1/1/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=1/1/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Esperanto---Esperanto-Bible	0	GROUP=0/0/0	eterneco=10/3/7, eternan=58/35/23, eterna=161/32/129, eterne=235/35/200, eternajn=3/1/2, eternaj=12/4/8, mondo=174/29/145, mondagxo=0/0/0, mondon=58/3/55, mondagxoj=0/0/0, mondagxojn=0/0/0, mondpotenculoj=1/1/0, cxiam=0/0/0, cxiamaj=0/0/0, tempo=711/8/703, GROUP=1423/151/1272	infero=0/0/0, GROUP=0/0/0	GROUP=0/0/0	SXeolon=0/0/0, Sxeol=0/0/0, GROUP=0/0/0	Gehena=5/5/0, Gehenan=7/7/0, GROUP=12/12/0	Hades=8/8/0, GROUP=8/8/0	kavernojn de mallumo=1/1/0, GROUP=1/1/0	abismon=8/4/4, abismo=30/9/21, GROUP=38/13/25	la lagon fajran=2/2/0, la lago=4/1/3, brulanta per fajro=2/1/1, GROUP=8/4/4	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Finnish---Finnish-Bible	0	GROUP=0/0/0	ijankaikkisuudessa=2/1/1, ijankaikkisilla=1/1/0, iankaikkisen=1/1/0, ijäksi=2/1/1, ijankaikkisia=2/2/0, ijankaikkista=5/1/4, ijankaikkisesta=35/23/12, ijankaikkiset=3/1/2, ijankaikkinen=51/17/34, ijankaikkisiin=1/1/0, ijankaikkisesti=291/34/257, ijankaikkiseen=63/40/23, ijankaikkisen=49/30/19, maailmassa=50/9/41, mailman=1/1/0, maailman=129/28/101, maailmalle=6/1/5, maailmasta=11/1/10, maailmaa=12/2/10, maailma=48/3/45, salattu ollut=3/3/0, ajoilla=8/1/7, GROUP=774/202/572	helvetti=17/17/0, helvettiin=24/24/0, Helvetin=17/17/0, helvetissä=9/9/0, helvetistä=4/4/0, helvettiä=2/2/0, GROUP=73/73/0	helvetti=17/17/0, helvettiin=24/24/0, Helvetin=17/17/0, helvetissä=9/9/0, helvetistä=4/4/0, helvettiä=2/2/0, GROUP=73/73/0	helvetti=17/17/0, helvettiin=24/24/0, Helvetin=17/17/0, helvetissä=9/9/0, helvetistä=4/4/0, helvettiä=2/2/0, hautaan=44/10/34, haudan=17/2/15, hauta=9/1/8, tuonelassa=2/2/0, tuonelan=1/1/0, GROUP=146/89/57	helvetti=17/17/0, helvettiin=24/24/0, Helvetin=17/17/0, helvetissä=9/9/0, helvetistä=4/4/0, helvettiä=2/2/0, GROUP=73/73/0	helvetti=17/17/0, helvettiin=24/24/0, Helvetin=17/17/0, helvetissä=9/9/0, helvetistä=4/4/0, helvettiä=2/2/0, GROUP=73/73/0	helvettiin=24/24/0, GROUP=24/24/0	syvyyteen=11/3/8, syvyyden=16/5/11, syvyydestä=5/2/3, GROUP=32/10/22	tuliseen järveen=3/3/0, tulikiviseen järveen=1/1/0, joka tulesta=4/1/3, GROUP=8/5/3	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Finnish---Finnish-Pyha-Raamattu	0	GROUP=0/0/0	iankaikkisissa=1/1/0, iankaikkisuuden=2/1/1, iankaikkisissaiankaikkisuuden=0/0/0, iankaikkisesta=13/1/12, iäksi=6/1/5, ikuisia=2/2/0, ikuisiaiankaikkiselle=0/0/0, iankaikkiselle=2/1/1, iankaikkiseksi=8/3/5, iankaikkisia=1/1/0, aikojen=16/1/15, iäti=30/1/29, iankaikkinen=38/20/18, iankaikkisesti=225/45/180, iankaikkiseen=28/13/15, iankaikkisen=38/25/13, iankaikkista=4/3/1, ikiajoista=15/3/12, maailman=82/20/62, majoihin=1/1/0, maailmanajan=3/3/0, maailmaan=27/2/25, maailmanaikoja=1/1/0, maailmassa=33/5/28, maailmanaikojen=2/2/0, maailmanajasta=1/1/0, maailmanajassa=3/3/0, maailmanaikoina=1/1/0, maailmanvaltiaita=1/1/0, maailma=31/3/28, ajoista=16/2/14, ajoiksi=22/1/21, elävän=40/1/39, GROUP=693/169/524	helvetti=0/0/0, helvettiin=7/7/0, Helvetin=4/4/0, helvetissä=0/0/0, helvetistä=1/1/0, helvettiä=0/0/0, GROUP=12/12/0	helvetti=0/0/0, helvettiin=7/7/0, Helvetin=4/4/0, helvetissä=0/0/0, helvetistä=1/1/0, helvettiä=0/0/0, GROUP=12/12/0	tuonelaan=31/31/0, tuonelan=22/21/1, tuonela-mitä=1/1/0, tuonela=17/17/0, tuonelassa=3/3/0, tuonelasta=3/2/1, tuonelaa=1/1/0, GROUP=78/76/2	helvetti=0/0/0, helvettiin=7/7/0, Helvetin=4/4/0, helvetissä=0/0/0, helvetistä=1/1/0, helvettiä=0/0/0, GROUP=12/12/0	helvetti=0/0/0, helvettiin=7/7/0, Helvetin=4/4/0, helvetissä=0/0/0, helvetistä=1/1/0, helvettiä=0/0/0, tuonelaan=31/31/0, tuonelan=22/21/1, tuonela-mitä=1/1/0, tuonela=17/17/0, tuonelassa=3/3/0, tuonelasta=3/2/1, tuonelaa=1/1/0, GROUP=90/88/2	syvyyteen=12/4/8, GROUP=12/4/8	syvyyteen=12/4/8, syvyyden=20/5/15, syvyydestä=8/3/5, GROUP=40/12/28	tuliseen järveen=3/3/0, tuli-ja tulikivijärveen=1/1/0, tulinen järvi=1/1/0, järvessä=1/1/0, joka tulta=1/1/0, GROUP=7/7/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Flemish---Flemish-De-Jonge-Bible	0	GROUP=0/0/0	GROUP=0/0/0	hel=8/8/0, helsche=2/2/0, helle=3/3/0, GROUP=13/13/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---French-Crampon-Bible	0	GROUP=0/0/0	l'éternité=15/3/12, éternelle=121/53/68, éternel=36/13/23, éternellement=40/13/27, siècles=39/29/10, monde=239/21/218, toujours=221/8/213, jamais=296/14/282, siècle=19/18/1, éternels=2/1/1, éternité=22/4/18, éternelles=14/2/12, âges=14/2/12, depuis longtemps=27/0/27, permanente=1/0/1, tout temps=19/0/19, GROUP=1125/181/944	enfer=9/8/1, séjour des morts=14/14/0, géhenne=11/11/0, l'étang de feu=4/4/0, abîmes de ténèbres=0/0/0, GROUP=38/37/1	enfer=9/8/1, séjour des morts=14/14/0, géhenne=11/11/0, l'étang de feu=4/4/0, GROUP=38/37/1	enfer=9/8/1, enfers=4/2/2, séjour des morts=14/14/0, profond des morts=0/0/0, sépulcre=74/0/74, GROUP=101/24/77	enfer=9/8/1, géhenne=11/11/0, GROUP=20/19/1	enfer=9/8/1, enfers=4/2/2, séjour des morts=14/14/0, profond des morts=0/0/0, sépulcre=74/0/74, O mort=1/1/0, GROUP=102/25/77	enfer=9/8/1, abîmes de ténèbres=0/0/0, GROUP=9/8/1	l'abîme=42/14/28, GROUP=42/14/28	l'étang de feu=4/4/0, dans l'étang ardent de feu=1/1/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---French-Darby-Bible	0	GROUP=0/0/0	l'éternité=0/0/0, éternelle=70/52/18, éternel=5814/19/5795, éternellement=18/14/4, siècles=41/32/9, monde=197/11/186, toujours=369/5/364, jamais=140/13/127, siècle=30/27/3, éternels=7/4/3, éternité=20/6/14, éternelles=6/1/5, âges=0/0/0, depuis longtemps=9/0/9, permanente=2/1/1, tout temps=26/3/23, GROUP=6749/188/6561	enfer=0/0/0, séjour des morts=0/0/0, géhenne=12/12/0, l'étang de feu=0/0/0, abîmes de ténèbres=0/0/0, GROUP=12/12/0	enfer=0/0/0, séjour des morts=0/0/0, géhenne=12/12/0, l'étang de feu=0/0/0, GROUP=12/12/0	enfer=0/0/0, enfers=0/0/0, séjour des morts=0/0/0, profond des morts=0/0/0, sépulcre=86/0/86, GROUP=86/0/86	enfer=0/0/0, géhenne=12/12/0, GROUP=12/12/0	enfer=0/0/0, enfers=0/0/0, séjour des morts=0/0/0, profond des morts=0/0/0, sépulcre=86/0/86, O mort=0/0/0, GROUP=86/0/86	enfer=0/0/0, abîmes de ténèbres=0/0/0, GROUP=0/0/0	l'abîme=0/0/0, GROUP=0/0/0	l'étang de feu=0/0/0, dans l'étang ardent de feu=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
