# File Name: IVERSE.txt
# File Size: 891829      
# File Date: 12/23/2024 02:01:04
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2024
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	REF	TEXT
BIBLE	REFERENCE	TEXT
Holy-Bible---Bangwinji---Bangwinji-Bible	LUK-023-034	Luka 23:34	Yecu yi ki, “kwama, yabcinen wori, ci nyombo dike ci ma tiyeu”. La ciin mer dacen, ciin tikangum belle ceu.
Holy-Bible---Bangwinji---Bangwinji-Bible	REV-021-002	Dukum Yuwa 21:2-3	Min to cinan loro wucakeu, Urusalima fwirko, wo yirau dii kwama Kwama nin, ywelum ywele na bine ci manten bwayilen ker nina bare cereu. Min diro dur dor kutile liyare tok ti ki, “To! fiye yime Kwamau kino wari kange nubo fir tini, tak keu ca yi kange cii. Cii an yilam nubo loce, la Kwama ki bwico an yi kange cii, can yilam Kwama ciye.
Holy-Bible---Bangwinji---Bangwinji-Bible	HEB-011-008	Ibraniya 11:8	ki bilengke Ibrahim kambo ci co ceu, bwangten ceri yaken fiye ca yoti na kwaliceu. con ceri co nyombo fiye co yakenti wiyeu.
Holy-Bible---Bangwinji---Bangwinji-Bible	EXO-013-017		
Holy-Bible---Bangwinji---Bangwinji-Bible	MAR-010-045		
Holy-Bible---Bangwinji---Bangwinji-Bible	ROM-001-001	Romawa 1:1	Bulu canga Yesu Almasiya co na yilam nii tomange, take cokom coke na fulen kert Kwama.
Holy-Bible---Bangwinji---Bangwinji-Bible	MAT-028-019	Matta 28:19	kom ya ki dok nobo a yilam bi bei tomange ka le wo gwam kom yu'u cinen mwem ki den te, kange bwe kange yuwa tangbe wucake
Holy-Bible---Bareli-Palya---Palya-Bareli-Bible	JOH-003-016		
Holy-Bible---Bareli-Palya---Palya-Bareli-Bible	GEN-003-024		
Holy-Bible---Bareli-Palya---Palya-Bareli-Bible	LUK-023-034		
Holy-Bible---Bareli-Palya---Palya-Bareli-Bible	REV-021-002		 
Holy-Bible---Bareli-Palya---Palya-Bareli-Bible	HEB-011-008		
Holy-Bible---Bareli-Palya---Palya-Bareli-Bible	EXO-013-017		
Holy-Bible---Bareli-Palya---Palya-Bareli-Bible	MAR-010-045		
Holy-Bible---Bareli-Palya---Palya-Bareli-Bible	ROM-001-001		
Holy-Bible---Bareli-Palya---Palya-Bareli-Bible	MAT-028-019	मत्‌ती 28:19	आनीन करीन तमु जावो, आखा राज्‌य ना माणहु ने चेला बणावो; अने तीमने बाह, अने सोरा, अने चोखली आत्‌मा नी नाम सी बपतीस्‌मा आपो,
Holy-Bible---Basque---Basque-NT	JOH-003-016	Joan 3:16	Ecen hala Iaincoac onhetsi vkan du mundua, non bere Seme bakoitza eman vkan baitu, hura baithan sinhesten duenic gal eztadin, baina vicitze eternala duençát.
Holy-Bible---Basque---Basque-NT	GEN-003-024		
Holy-Bible---Basque---Basque-NT	LUK-023-034	Lukas 23:34	Eta Iesusec erraiten çuen, Aitá, barka iecec: ecen etzeaquie cer eguiten dutén. Guero haren abillamenduac partituric, çorte egotz ceçaten.
Holy-Bible---Basque---Basque-NT	REV-021-002	Apokalipsia 21:2-3	Eta nic Ioannesec ikus neçan Ierusaleme berrico Ciuitate saindua iausten cela Iaincoaganic cerutic, appaindua sposa bere senharrarençat appaindubat beçala. Eta ençun neçan voz handibat cerutic, cioela, Huná, Iaincoaren tabernaclea guiçonequin da, eta habitaturen da hequin, eta hec haren populu içanen dirade, eta Iaincoa bera hequin içanen da hayén Iainco.
Holy-Bible---Basque---Basque-NT	HEB-011-008	Hebrearrei 11:8	Fedez Abrahamec deithu cenean obedi ceçan Iaincoa, heretagetan hartu behar çuen lekura ioan ledinçát, eta parti cedin norat ioaiten cen etzaquialaric.
Holy-Bible---Basque---Basque-NT	EXO-013-017		
Holy-Bible---Basque---Basque-NT	MAR-010-045	Markos 10:45	Ecen guiçonaren Semea-ere ezta ethorri cerbitzatu içatera, baina cerbitzatzera, eta bere viciaren anhitzengatic rançoinetan emaitera.
Holy-Bible---Basque---Basque-NT	ROM-001-001	Erromatarrei 1:1	PAVLEC Iesus Christen cerbitzariac Apostolu içatera deithuac, Iaincoaren Euangelioaren predicatzeco bereciac.
Holy-Bible---Basque---Basque-NT	MAT-028-019	Mateo 28:19	Çoazte bada eta iracats itzaçue gende guciac: batheyatzen dituçuela Aitaren eta Semearen eta Spiritu sainduaren icenean:
Holy-Bible---Beami---Bedamuni-Bible	JOH-003-016	Yone 3:16	Bai Gode da osobo bagade fifi asi gala hodole, ilima asigili, Egefe ilima i. Ea sia: dafawaneyale dawa: sea, lalegagusia, eso huluane mae bogole Fifi Ahoanumu.
Holy-Bible---Beami---Bedamuni-Bible	GEN-003-024	Mui 3:24	Amalalu, Idini Ifabi gusu la: ididili, Gode da ‘selubimi’ dunu asunasi, amola gegesu gobiha: i bagade lalu agoane amo da gusu, gudu amola ga amo fefeloasu, amo E da asunasi. Dunu eno da mae bogole Fifi Ahoanusu ifa amoma doaga: sa: besa: le, E agoane hamoi.
Holy-Bible---Beami---Bedamuni-Bible	LUK-023-034	Luge 23:34	Yesu E amane sia: i, “Ada! Dia ilia hou gogolema: ne olofoma! Bai ilia hamobe ilia da mae dawa: iwane hamosa!” Louma dadi gagui dunu, ilia da Yesu Ea abula lamusa: , ululuasu.
Holy-Bible---Beami---Bedamuni-Bible	REV-021-002	Wamolegei Sia: Olelesu 21:2-3	Amalalu, na da Hadigi Moilai bai bagade, amo da Gaheabolo Yelusaleme moilai bai bagade Hebene amoga misini, gudu manebe ba: i. Gode da Yelusaleme amo osobo bagade gaheabolo amoma iasi. Yelusaleme da uda amo egoa amoma fimusa: ahoanebe liligi ida: iwane ga: ne ahoa, amo agoaiwane ba: i. Na da Fisu amoga sia: bagade manebe amane nabi, “Wali Gode Ea esalebe diasu da osobo bagade dunu fi amo ganodini diala. E amola ili da gilisili esalumu. Ilia da Gode Ea fidafa esalumu. Gode da ili sigi esalumu. E da ilima Gode esalumu.
Holy-Bible---Beami---Bedamuni-Bible	HEB-011-008	Hibulu 11:8	A: ibalaha: me da dafawaneyale dawa: su hou lalegaguiba: le, soge amo da Gode da ema imunu ilegele sia: i amola amoga doaga: musa: gadili masa: ne sia: i, e da Gode Ea sia: nabawane hamoi. E da ea soge yolesili, soge amo e da hame dawa: i soge, amoga doaga: musa: asi.
Holy-Bible---Beami---Bedamuni-Bible	EXO-013-017	Gadili Asi 13:17	Idibidi hina bagade (Felou) da Isala: ili dunu gadili masa: ne fisidigiloba, Gode da ili logo dunumuni (amo da hano wayabo bagade bega: Filisidia sogega ahoasu) amoga hame oule asi. Gode da amane dawa: i, “Isala: ili dunu da se nabasea amola gegesu ba: sea, ilia asigi dawa: su sinidigili, Idibidi sogega bu hagimu Na higa: i hodosa.”
Holy-Bible---Beami---Bedamuni-Bible	MAR-010-045	Maga 10:45	Bai Dunu Egefe, da dunu eno ilia Ema hawa: hamoma: ne, hame misi. Be eno dunu fidimusa: amola dunu bagohame ilia esalusu bu bidi lama: ne, E da bogomusa: , misi dagoi.
Holy-Bible---Beami---Bedamuni-Bible	ROM-001-001	Louma 1:1	Na da Bolo, Yesu Gelesu Ea hawa: hamosu dunu! Amola Gode da ilegei dagoiba: le, na da Ea Sia: Ida: iwane Gala olelema: ne asunasi dunu hamoi. Na da dili Louma dunuma meloa dedesa.
Holy-Bible---Beami---Bedamuni-Bible	MAT-028-019	Ma:diu 28:19	Amaiba: le, dilia dunu fifi asi gala huluane, Na fa: no bobogesu fi hamoma: ne masa. Dilia da lalegagui dunu huluane amo Ada Ea Dioba: le, Egefe Ea Dioba: le amola Gode Ea A: silibu Hadigidafa Gala Ea Dioba: le, hanoga fane salima.
Holy-Bible---Beaver---Beaver-Mark	JOH-003-016		
Holy-Bible---Beaver---Beaver-Mark	GEN-003-024		
Holy-Bible---Beaver---Beaver-Mark	LUK-023-034		
Holy-Bible---Beaver---Beaver-Mark	REV-021-002		 
Holy-Bible---Beaver---Beaver-Mark	HEB-011-008		
Holy-Bible---Beaver---Beaver-Mark	EXO-013-017		
Holy-Bible---Beaver---Beaver-Mark	MAR-010-045	ST MARK 10:45	Ayi aghoo teze Chue atu makeochatichi ihe yuhchideya, ahwole tane gha keo-otichassi, kahchu khaooallu yeghataisi natlone yatachi ootane.
Holy-Bible---Beaver---Beaver-Mark	ROM-001-001		
Holy-Bible---Beaver---Beaver-Mark	MAT-028-019		
Holy-Bible---Bengali---Bengali-Bible	JOH-003-016	যোহন ৩:১৬	কারণ ঈশ্বর জগতকে এত ভালবাসলেন যে, নিজের একমাত্র পুত্রকে দান করলেন, যেন যে কেউ তাঁতে বিশ্বাস করে সে বিনষ্ট না হয় কিন্তু অনন্ত জীবন পায়।
Holy-Bible---Bengali---Bengali-Bible	GEN-003-024	আদিপুস্তক ৩:২৪	এই ভাবে ঈশ্বর মানুষকে তাড়িয়ে দিলেন এবং জীবনবৃক্ষের পথ রক্ষা করবার জন্য এদন বাগানের পূর্বদিকে করূবদেরকে ও ঘূর্ণায়মান তেজোময় তলোয়ার রাখলেন।
Holy-Bible---Bengali---Bengali-Bible	LUK-023-034	লুক ২৩:৩৪	তখন যীশু বললেন, পিতা, এদের ক্ষমা কর, কারণ এরা কি করছে, তা জানে না। পরে তারা তাঁর জামা-কাপড়গুলি নিজেদের মধ্যে ভাগ করল।
Holy-Bible---Bengali---Bengali-Bible	REV-021-002	প্রকাশিত বাক্য ২১:২-৩	আর আমি পবিত্র শহরকে এবং নতুন যিরূশালেমকে স্বর্গের মধ্যে ঈশ্বরের কাছ থেকে নেমে আসতে দেখলাম; আর বরের জন্য সাজানো কন্যের মত এই শহরকে সাজানো হয়েছিল। পরে আমি সিংহাসন থেকে একটা জোরে কন্ঠস্বর শুনতে পেলাম, দেখ, মানুষের সঙ্গে ঈশ্বরের এখন থাকার বাসস্থান হয়েছে এবং তিনি তাদের সঙ্গে বাস করবেন। তারা তাঁর প্রজা হবে এবং ঈশ্বর নিজে মানুষের সঙ্গে থাকবেন এবং তিনি তাদের ঈশ্বর হবেন।
Holy-Bible---Bengali---Bengali-Bible	HEB-011-008	ইব্রীয় ১১:৮	বিশ্বাসে অব্রাহাম, যখন তিনি মনোনীত হলেন, তিনি ঈশ্বরের বাধ্য হলেন এবং তিনি যে জায়গা পাবেন তা অধিকার করতে চলে গেলেন। তিনি কোথায় যাচ্ছেন, তা না জেনে রওনা দিলেন।
Holy-Bible---Bengali---Bengali-Bible	EXO-013-017	যাত্রাপুস্তক ১৩:১৭	আর ফরৌণ লোকদের ছেড়ে দিলে, পলেষ্টীয়দের দেশ দিয়ে সোজা পথ থাকলেও ঈশ্বর সেই পথে তাদেরকে যেতে দিলেন না, কারণ ঈশ্বর বললেন, “যুদ্ধ দেখলে হয়তো লোকেরা অনুতাপ করে মিশরে ফিরে যাবে।”
Holy-Bible---Bengali---Bengali-Bible	MAR-010-045	মার্ক ১০:৪৫	কারণ মনুষ্যপুত্র জগতে সেবা পেতে আসেনি, কিন্তু অপরের সেবা করতে এসেছে এবং মানুষের জন্য নিজের জীবন মুক্তির মূল্য হিসাবে দিতে এসেছেন।
Holy-Bible---Bengali---Bengali-Bible	ROM-001-001	রোমীয় ১:১	পৌল, একজন যীশু খ্রীষ্টের দাস, প্রেরিত হবার জন্য ডাকা হয়েছে এবং ঈশ্বরের সুসমাচার প্রচারের জন্য আলাদা ভাবে মনোনীত করেছেন,
Holy-Bible---Bengali---Bengali-Bible	MAT-028-019	মথি ২৮:১৯	অতএব তোমরা গিয়ে সমস্ত জাতিকে শিষ্য কর, পিতার ও পুত্রের ও পবিত্র আত্মার নামে তাদের বাপ্তিষ্ম দাও,
Holy-Bible---Bengali---Contemporary	JOH-003-016	যোহন 3:16	“কারণ ঈশ্বর জগৎকে এমন প্রেম করলেন যে, তিনি তাঁর একজাত পুত্রকে দান করলেন, যেন যে কেউ তাঁকে বিশ্বাস করে সে বিনষ্ট না হয় কিন্তু অনন্ত জীবন পায়।
Holy-Bible---Bengali---Contemporary	GEN-003-024	আদিপুস্তক 3:24	সেই মানুষটিকে তাড়িয়ে দেওয়ার পর, এদন বাগানের পূর্বদিকে তিনি করূবদের মোতায়েন করে দিলেন এবং জীবনদায়ী গাছের কাছে পৌঁছানোর পথ রক্ষা করার জন্য ঘূর্ণায়মান জ্বলন্ত এক তরোয়ালও বসিয়ে দিলেন।
Holy-Bible---Bengali---Contemporary	LUK-023-034	লুক 23:34	তখন যীশু বললেন, “পিতা, এদের ক্ষমা করো, কারণ এরা জানে না, এরা কী করছে।” আর গুটিকাপাত করে তারা তাঁর পোশাকগুলি ভাগ করে নিল।
Holy-Bible---Bengali---Contemporary	REV-021-002	প্রকাশিত বাক্য 21:2-3	আর আমি দেখলাম, পবিত্র নগরী, সেই নতুন জেরুশালেম, স্বর্গ থেকে, ঈশ্বরের কাছ থেকে নেমে আসছে। সে তার বরের জন্য সুন্দর কনের বেশে সজ্জিত হয়েছিল। আর আমি সেই সিংহাসন থেকে এক উচ্চ রব শুনতে পেলাম, তা বলছিল, “দেখো, এখন মানুষের মাঝে ঈশ্বরের আবাস, তিনি তাদের সঙ্গে বসবাস করবেন। তারা তাঁর প্রজা হবে এবং ঈশ্বর স্বয়ং তাদের সঙ্গে থাকবেন ও তাদের ঈশ্বর হবেন।
Holy-Bible---Bengali---Contemporary	HEB-011-008	ইব্রীয় 11:8	বিশ্বাসেই অব্রাহাম, যে স্থান তিনি ভাবীকালে উত্তরাধিকার হিসেবে লাভ করবেন, সেই স্থানে যাওয়ার আহ্বান পেয়ে গন্তব্যস্থান না জেনেই, বাধ্যতার সঙ্গে সেই স্থানে গেলেন।
Holy-Bible---Bengali---Contemporary	EXO-013-017	যাত্রাপুস্তক 13:17	ফরৌণ যখন লোকদের যেতে দিলেন, ঈশ্বর তখন তাদের ফিলিস্তিনীদের দেশের মধ্যে দিয়ে স্থলপথে পথ দেখিয়ে নিয়ে যাননি, যদিও সেটিই সংক্ষিপ্ত পথ। কারণ ঈশ্বর বললেন, “যদি তারা যুদ্ধের সম্মুখীন হয়, তবে তারা হয়তো তাদের মন পরিবর্তন করে ফেলবে এবং মিশরে ফিরে যাবে।”
Holy-Bible---Bengali---Contemporary	MAR-010-045	মার্ক 10:45	কারণ, এমনকি, মনুষ্যপুত্রও সেবা পেতে আসেননি, কিন্তু সেবা করতে ও অনেকের পরিবর্তে নিজের প্রাণ মুক্তিপণস্বরূপ দিতে এসেছেন।”
Holy-Bible---Bengali---Contemporary	ROM-001-001	রোমীয় 1:1	পৌল, খ্রীষ্ট যীশুর একজন ক্রীতদাস, প্রেরিতশিষ্যরূপে আহূত ও ঈশ্বরের সুসমাচার প্রচারের জন্য নিযুক্ত—
Holy-Bible---Bengali---Contemporary	MAT-028-019	মথি 28:19	অতএব, তোমরা যাও ও সমস্ত জাতিকে শিষ্য করো, পিতা ও পুত্র ও পবিত্র আত্মার নামে তাদের বাপ্তিষ্ম দাও।
Holy-Bible---Bhadrawahi---Bhadrawahi-Bible	JOH-003-016	यूहन्ना 3:16	“किजोकि परमेशरे दुनियारे लोकन सेइं एत्रो प्यार कियो कि तैनी अपनू अक्के मट्ठू दित्तू, ताके ज़ै कोई तैस पुड़ विश्वास केरे, तै नाश न भोए, बल्के हमेशारी ज़िन्दगी हासिल केरे।
Holy-Bible---Bhadrawahi---Bhadrawahi-Bible	GEN-003-024		
Holy-Bible---Bhadrawahi---Bhadrawahi-Bible	LUK-023-034	लूका 23:34	यीशु ज़ोवं, “हे बाजी एन माफ़ करां एन न ज़ानन् कि एना कुन लोरेम केरने।” ते तैनेईं तैसेरे लिगड़ां केरे लेइ पेरची छ़ेडतां शर्त रख्खू ते एप्पू मांमेइं बंटां।
Holy-Bible---Bhadrawahi---Bhadrawahi-Bible	REV-021-002	प्रकाशित वाक्य 21:2-3	फिरी मीं पवित्र नगर नंव्वू यरूशलेम स्वर्गेरां परमेशरे करां एंइतू लाव, ते तैन तैस लैड़ारू ज़ेरू थियूं, ज़ै अपने लाड़ेरे लेइ तियार भोरी भोए। फिरी मीं परमेशरेरे तखते मरां कोई उच्ची आवाज़ी सेइं इन ज़ोते शुनो, “अज़ेरां बाद परमेशर मैनन् सेइं साथी रालो, ते तैसेरू घर तैन लोकन मां भोलू, ते तैना तैसेरे लोक भोले, ते परमेशर एप्पू तैन, अपने लोकां केरे रूपे मां कबूल केरेलो ते तैना लोक तैस अपनो परमेशर कबूल केरेले।
Holy-Bible---Bhadrawahi---Bhadrawahi-Bible	HEB-011-008	इब्रानियों 11:8	विश्वासे सेइं ज़ैखन परमेशरे अब्राहम, ज़ैस जगाई गाने जो परमेशरे तै कुजोरो थियो, त तै हुक्म मेन्तां तैस जगाई च़लो जेव, ज़ै जगाई बादे मां परमेशर तैस विरासतरो ज़ेरो देनेबालो थियो। हालांकी तै एन भी न थियो ज़ानतो कि अवं कोरां च़लोरोईं, फिरी भी च़लो जेव।
Holy-Bible---Bhadrawahi---Bhadrawahi-Bible	EXO-013-017		
Holy-Bible---Bhadrawahi---Bhadrawahi-Bible	MAR-010-045	मरकुस 10:45	किजोकि मैनेरू मट्ठू, यानी अवं एस दुनियाई मां एल्हेरेलेइ नईं ओरो कि कोई मेरी सेवा केरे, पन एल्हेरेलेइ ओरोईं कि अवं होरि लोकां केरि सेवा केरि त कने बड़े लोकां केरे लेइ अपनि जान बलिदान केरि, ताके तैन अपने पापां केरे सज़ाई केरां छुटकारो मैल्ले।”
Holy-Bible---Bhadrawahi---Bhadrawahi-Bible	ROM-001-001	रोमियों 1:1	अवं पौलुस यीशु मसीहेरो दास आईं, ते प्रेरित भोनेरे लेइ परमेशरे च़ुनोरोईं, ते परमेशरेरी खुशखबरी प्रचार केरनेरे लेइ ठहरावरो आईं।
