# File Name: SKIPPED.txt
# File Size: 1160274     
# File Date: 03/30/2021 19:33:21
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: http://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2021
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: http://www.AionianBible.org/Publisher
# Publisher Mission: http://www.AionianBible.org/Preface
# Publisher Website: http://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	INDEX	BOOK	CHAPTER	VERSE	TEXT
Holy-Bible---Croatian---Croatian-Bible	027	DAN	003	082	Sinovi ljudski, blagoslivljajte Gospoda: hvalite i uzvisujte ga dovijeka!
Holy-Bible---Croatian---Croatian-Bible	027	DAN	003	083	Izraele, blagoslivljaj Gospoda: hvali i uzvisuj ga dovijeka!
Holy-Bible---Croatian---Croatian-Bible	027	DAN	003	084	Svećenici Gospodnji, blagoslivljajte Gospoda: hvalite i uzvisujte ga dovijeka!
Holy-Bible---Croatian---Croatian-Bible	027	DAN	003	085	Sluge Gospodnje, blagoslivljajte Gospoda: hvalite i uzvisujte ga dovijeka!
Holy-Bible---Croatian---Croatian-Bible	027	DAN	003	086	Dusi i duše pravednih, blagoslivljajte Gospoda: hvalite i uzvisujte ga dovijeka!
Holy-Bible---Croatian---Croatian-Bible	027	DAN	003	087	Sveti i ponizni srcem, blagoslivljajte Gospoda: hvalite i uzvisujte ga dovijeka!
Holy-Bible---Croatian---Croatian-Bible	027	DAN	003	088	Hananijo, Azarjo, Mišaele, blagoslivljajte Gospoda: hvalite i uzvisujte ga dovijeka! Jer on nas je spasio od Podzemlja, on nas je istrgao iz ruke smrti, on nas je izbavio iz peći užarene, on nas je izbavio iz plamena.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	003	089	Slavite Gospoda jer je dobar, jer je vječna ljubav njegova!
Holy-Bible---Croatian---Croatian-Bible	027	DAN	003	090	Svi štovatelji Gospodnji, blagoslivljajte Boga nad bogovima, hvalite i zahvaljujte, jer vječna je ljubav njegova!”]
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	001	U Babilonu življaše neki čovjek po imenu Jojakim.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	002	On se oženi Suzanom, kćerju Hilkijinom, veoma lijepom i bogobojaznom.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	003	Njezini roditelji bijahu pravednici i odgojiše svoju kćer po Zakonu Mojsijevu.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	004	Jojakim bijaše vrlo bogat: uz kuću imaše vrt. Judejci se skupljahu kod njega jer bijaše poštovaniji od svih.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	005	One godine izabraše za suce dva starca iz naroda. O takvima reče Gospod: “Bezakonje izađe iz Babilona po starješinama, sucima koji su se smatrali upravljačima naroda.”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	006	Ovi posjećivahu kuću Jojakimovu, i svi koji imahu kakvu parnicu obraćahu se njima.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	007	Kad bi se narod, oko podneva, razišao, Suzana bi dolazila šetati u vrt svog muža.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	008	Ona je dva starca svaki dan promatrahu gdje ulazi i šeta, pa je poželješe.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	009	Izgubiše od toga razum, odvratiše svoje oči od Neba i zaboraviše njegove pravedne sudove.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	010	Obojica njome ranjena, skrivahu jedan od drugoga svoju muku,
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	011	jer su se stidjeli priznati svoju pohotu za njom,
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	012	ali su živo nastojali da je svaki dan vide.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	013	Jednom se rastadoše rekavši: “Hajdemo kući, doba je ručku.” I svaki ode na svoju stranu,
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	014	ali se vratiše i nađoše na istom mjestu. Ispitujući se za povod, priznaše pohotu za njom, i tada ugovoriše priliku kad bi mogli zateći Suzanu samu.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	015	I dok su tako vrebali zgodan dan, uđe ona jednom, kao i minulih dana, samo sa dvije djevojke: htjede se okupati u vrtu, jer bijaše vruće.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	016	Ondje ne bijaše nikoga: osim ona dva starca, koji je, skriveni, vrebahu.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	017	Ona reče djevojkama: “Donesite mi ulja i pomasti pa zaključajte vrtna vrata da se okupam!”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	018	One učine kako im zapovjedi: zaključaše vrtna vrata te iziđoše na pokrajna vrata da donesu što im je zapovjedila; ništa nisu znale o starcima, jer bijahu skriveni.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	019	Čim djevojke izađoše, oni ustadoše i pritrčaše k njoj.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	020	“Evo, rekoše, vrtna su vrata zaključana, nitko nas ne vidi. Mi te se poželjesmo, podaj nam se i budi naša!
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	021	Ako li nećeš, mi ćemo protiv tebe svjedočiti da je neki mladić bio s tobom i da si zbog toga udaljila od sebe svoje djevojke.”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	022	Suzana zastenja: “Odasvud sam pritisnuta: učinim li to, smrt me čeka; ne učinim li, neću vam ruci umaći.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	023	Milije mi je da nedužna padnem u vaše ruke nego da sagriješim pred Gospodom.”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	024	I povika iza glasa. Okrenuše vikati i oba starca na nju,
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	025	a jedan potrča i otvori vrtna vrata.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	026	Kad ukućani čuše krikove u vrtu, dotrčaše na pokrajnja vrata da vide što se dogodilo.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	027	Pošto starci ispripovjediše svoju pripovijest, postidješe se sluge veoma, jer se o Suzani takvo što nikad ne ču.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	028	Sutradan se narod sabra kod Jojakima, njezina muža. Dođoše onamo starci, puni bezbožne namjere da Suzanu usmrte.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	029	Rekoše skupljenu narodu: “Pošaljite po Suzanu, kćer Hilkijinu, ženu Jojakimovu!” Poslaše po nju.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	030	Ona dođe sa svojim roditeljima, djecom i svim rođacima.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	031	A Suzana bijaše veoma ljupka i ljepolika.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	032	Kako bijaše pod koprenom, oni bezakonici narediše da skine koprenu da bi se nasitili njezine ljepote.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	033	Svi njezini plakahu, a tako i svi koji je gledahu.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	034	Oba starca ustadoše usred naroda i staviše joj ruke na glavu.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	035	Ona plačući, srca zaufana u Gospoda, pogleda prema nebu.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	036	Starci rekoše: “Dok mi šetasmo sami po vrtu, uđe ona sa dvije djevojke, zaključa vrtna vrata i otpusti djevojke.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	037	Priđe k njoj mladić koji bijaše skriven i leže s njom.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	038	Mi bijasmo u kutu vrta; videći to bezakonje, potrčasmo k njima.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	039	Vidjesmo ih zajedno, ali ne mogosmo uhvatiti mladića jer bijaše jači od nas pa otvori vrata i pobježe.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	040	Ali ovu uhvatismo i zapitasmo tko ono bijaše.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	041	Ne htjede nam kazati. Za to svjedočimo.” Povjerova im zbor - tÓa oni bijahu starješine narodne, suci, i osudiše je na smrt.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	042	Suzana povika iza glasa: “Bože vječni, ti koji poznaješ tajne, koji znaš sve prije negoli se zbude,
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	043	ti znadeš da su lažno svjedočili protiv mene. I evo umrijet' mi je, a da ne učinih ništa od onoga što je njihova pakost izmislila protiv mene.”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	044	Gospod usliši njezin vapaj.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	045	Dok su je vodili u smrt, probudi Bog sveti duh mladog momčića Daniela.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	046	On povika iza glasa: “Ja sam čist od krvi njezine!”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	047	Sav se narod okrenu prema njemu i zapita: “Što si to kazao?”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	048	Stade posred njih i reče: “Tako li ste ludi, sinovi Izraelovi? Bez istrage i bez uvida u istinu osudiste kćer Izraelovu?
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	049	Vratite se u sudnicu, jer lažno ovi svjedočiše protiv nje.”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	050	Sav se narod brzo vrati, a starješine mu rekoše: “Dođi, sjedni među nas i reci nam, jer tebi Bog dade starješinstvo!”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	051	Tada im reče Daniel: “Rastavite daleko jednoga od drugoga, i ja ću ih ispitati.”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	052	Rastaviše ih, pa Daniel dozva jednoga od njih i reče mu: “Stari zlikovče, sada dođoše na te grijesi koje nekoć učini,
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	053	donoseći nepravedne presude, osuđujući nedužne i oslobađajući krivce, dok Gospod govori: 'Nedužna i pravedna da nisi ubio.'
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	054	Sada, dakle, ako si ovu doista vidio, reci nam: pod kojim si ih drvetom vidio zajedno?” On odgovori: “Pod jednom trišljom.”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	055	Daniel reče: “Zaista, slagao si na svoju glavu. Evo, Anđeo je Božji već dobio od Boga zapovijed da te rasiječe po sredini.”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	056	I otpusti ovoga, a dade dovesti drugoga te mu reče: “Sjeme Kanaanovo, a ne Judino, ljepota te zaludila, strast ti srce okrenula!
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	057	Ovako ste radili sa kćerima Izraelovim, a one su vam se od straha podavale. Ali se kći Judina ne podloži vašem bezakonju.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	058	Reci mi dakle pod kojim si ih drvetom zatekao zajedno!” On odgovori: “Pod jasikom.”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	059	Daniel mu reče: “Pravo si i ti lagao na svoju glavu. Anđeo Božji čeka s mačem u ruci da te rasiječe po sredini te vas obojicu zatre.”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	060	Tada sav zbor stade iza glasa vikati i blagoslivljati Boga koji spasava one što se u nj uzdaju.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	061	I okrenuše se protiv one dvojice staraca kojima je Daniel iz njihovih usta dokazao lažno svjedočenje.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	062	I učiniše njima kako u svojoj pakosti oni smisliše bližnjemu: pogubiše ih prema zakonu Mojsijevu. Tako onoga dana bi spašena jedna nedužna krv.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	063	Hilkija i njegova žena dadoše hvalu Bogu za svoju kćer Suzanu, a tako i Jojakim, muž njezin, i svi njezini rođaci, što se na njoj ne nađe ništa sramotno.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	013	064	I od onoga dana Daniel postade velik u očima naroda.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	001	Kralj Astijag bi pridružen svojim ocima, a naslijedi ga Kir Perzijanac.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	002	Daniel življaše kod kralja, koji ga poštivaše više nego bilo kojega od svojih prijatelja.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	003	A imali su u Babilonu kumira imenom Bela i prinosili mu svaki dan po dvanaest artaba najboljeg brašna, četrdeset ovaca i šest metreta vina.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	004	I kralj ga je štovao i svaki dan išao da mu se klanja. A Daniel se klanjaše svome Bogu.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	005	Stoga mu reče kralj: “Zašto se ti ne klanjaš Belu?” On odgovori: “Jer ne štujem rukotvorenih kumira, nego Boga živoga, koji stvori nebo i zemlju i koji gospodari svakim tijelom!”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	006	Tada će kralj: “Ti dakle misliš da Bel nije živi bog? Zar ne vidiš što sve pojede i popije svaki dan?”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	007	I reče Daniel smiješeći se: “Ne varaj se, kralju; iznutra je od gline, izvana od mjedi; nikada taj još nije ni jeo ni pio.”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	008	Kralj, bijesan, dozva Belove svećenike te im reče: “Ako mi ne reknete tko jede ovu hranu, umrijet ćete; no ako dokažete da to Bel jede, umrijet će Daniel što pogrdi Bela.”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	009	I reče Daniel kralju: “Neka bude po tvojoj riječi!” A svećenika Belovih bijaše sedamdeset, ne brojeći žene i djecu.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	010	Kralj tako uđe s Danielom u hram Belov.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	011	Svećenici mu Belovi rekoše: “Mi ćemo izići, a ti, o kralju, naredi da se postave jela i donese miješano vino: zatim zaključaj vrata i zapečati ih svojim prstenom; ako ujutro dođeš i ne nađeš da je Bel sve pojeo, neka umremo - mi ili Daniel, naš klevetnik.”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	012	Nisu se bojali, jer bijahu načinili pod stolom tajni ulaz kojim bi svaki dan dolazili i trošili jelo.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	013	Ali kad oni izađoše i kralj dade postaviti jela Belu,
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	014	Daniel naredi svojim slugama da donesu pepela i njime pospu sav hram pred očima kraljevim. Tada iziđoše, zaključaše vrata, zapečatiše ih kraljevim prstenom te otiđoše.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	015	Svećenici, po običaju, dođoše noću sa ženama i djecom: sve izjedoše i popiše.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	016	Kralj sutradan urani, a tako i Daniel.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	017	I kralj ga zapita: “Daniele, jesu li pečati nepovrijeđeni?” - “Nepovrijeđeni su, kralju”, odgovori Daniel.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	018	Čim se otvoriše vrata, kralj pogleda na stol i povika iza glasa: “Velik li si, Bele, i nema nikakve prijevare u tebe!”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	019	Daniel se nasmija; zadrža kralja da ne uđe, pa mu reče: “Pogledaj pod, istraži čije su ovo stope!”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	020	“Vidim stope muškaraca, žena i djece” reče kralj.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	021	I bijesan, dade uhvatiti svećenike, žene i djecu njihovu. Tada mu pokazaše tajna vrata na koja su ulazili i trošili ono što bijaše na stolu.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	022	Kralj ih dade pogubiti, a Bela predade Danielu, koji razori njega i njegov hram.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	023	A bijaše i velik zmaj koga štovahu Babilonci.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	024	Kralj reče Danielu: “Hoćeš reći da je mjeden? Gle! Živi, jede, pije: nećeš valjda kazati da ovo nije živi bog. Pokloni mu se!”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	025	Daniel odgovori: “Ja se klanjam Gospodu Bogu svome; on je Bog živi. A ti, kralju, daj mi vlast, i ja ću ubiti ovu zmiju bez mača i bez toljage.”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	026	I reče kralj: “Dajem ti!”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	027	Tada Daniel uze smole, masti i dlaka, sve to ispeče, načini od toga kuglice te ih baci zmaju u ždrijelo. Zmaj proguta i rasprsnu se. A Daniel reče: “Gledajte čemu se klanjate!”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	028	Kad to čuše Babilonci, silno se razbjesnješe i pobuniše se protiv kralja. Rekoše: “Kralj postade Židov: Bela sruši, zmaja ubi, svećenike pokla.”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	029	Navališe dakle kralju i rekoše: “Predaj nam Daniela, inače ćemo ubiti tebe i tvoj dom!”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	030	I vidje kralj da žestoko navaljuju; prisiljen, preda im Daniela.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	031	Oni ga baciše u lavlju jamu: i ostade ondje šest dana.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	032	U jami bijaše sedam lavova kojima davahu svaki dan po dva trupla i dvije ovce: tada im ne dadoše ništa da bi proždrli Daniela.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	033	A prorok Habakuk bijaše u Judeji: upravo bijaše skuhao kašu i nadrobio kruha u posudu te pošao da odnese žeteocima u polje.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	034	I Anđeo Gospodnji reče Habakuku: “Odnesi ručak koji imaš u Babilon, Danielu u lavljoj jami!”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	035	Habakuk odgovori: “Gospodine, Babilon ne vidjeh i za jamu ne znam!”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	036	Anđeo ga Gospodnji uhvati za vrh glave i noseći za kiku spusti ga u Babilonu povrh jame hitrinom svoga duha.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	037	I povika Habakuk: “Daniele, Daniele, uzmi ručak što ti ga šalje Bog!”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	038	A Daniel reče: “Spomenuo si se mene, Bože, i nisi zapustio one koji tebe ljube.”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	039	I ustade Daniel i blagova, a Anđeo Gospodnji odmah vrati Habakuka u njegovu zemlju.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	040	Sedmoga dana dođe kralj da oplače Daniela; priđe jami, pogleda, kad ono: Daniel sjedi.
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	041	Tada kralj povika iza glasa: “Velik si, Gospode Bože Danielov, i nema drugoga Boga osim tebe!”
Holy-Bible---Croatian---Croatian-Bible	027	DAN	014	042	I zapovjedi da Daniela izvade iz jame i da onamo bace one koji su njega htjeli upropastiti: lavovi ih učas požderaše pred njegovim očima.
Holy-Bible---Croatian---Croatian-Bible	040	MAT	017	021	#
Holy-Bible---Croatian---Croatian-Bible	040	MAT	018	011	#
Holy-Bible---Croatian---Croatian-Bible	040	MAT	023	014	#
Holy-Bible---Croatian---Croatian-Bible	041	MAR	009	044	#
Holy-Bible---Croatian---Croatian-Bible	041	MAR	009	046	#
Holy-Bible---Croatian---Croatian-Bible	041	MAR	011	026	#
Holy-Bible---Croatian---Croatian-Bible	041	MAR	015	028	#
Holy-Bible---Croatian---Croatian-Bible	042	LUK	017	036	#
Holy-Bible---Croatian---Croatian-Bible	042	LUK	023	017	#
Holy-Bible---Croatian---Croatian-Bible	044	ACT	008	037	#
Holy-Bible---Croatian---Croatian-Bible	044	ACT	015	034	#
Holy-Bible---Croatian---Croatian-Bible	044	ACT	024	007	#
Holy-Bible---Croatian---Croatian-Bible	044	ACT	028	029	#
Holy-Bible---Croatian---Croatian-Bible	045	ROM	016	024	#
Holy-Bible---Croatian---Croatian-Bible	064	3JO	001	014	Nadam se da ću te uskoro vidjeti pa ćemo iz usta u usta govoriti.
Holy-Bible---Croatian---Croatian-Bible	066	REV	012	018	I stade na morski žal.
Holy-Bible---Czech---Czech-Bible-Kralicka	019	PSA	022	001	Přednímu zpěváku k času jitřnímu, žalm Davidův.
Holy-Bible---Dombe---Dombe-Bible	041	MAR	007	016	
Holy-Bible---Dombe---Dombe-Bible	042	LUK	023	017	
Holy-Bible---Dombe---Dombe-Bible	064	3JO	001	014	Pesi ndilangila kuzokubona lino lino, elyo tuzowambuula katulangene.
Holy-Bible---Dombe---Dombe-Bible	066	REV	012	018	Mpawo Simwaaba wakayimikila museele lyakumbali alwizi
Holy-Bible---Dutch---Canisiusvertaling	001	GEN	049	018	—
Holy-Bible---Dutch---Canisiusvertaling	003	LEV	011	025	—
Holy-Bible---Dutch---Canisiusvertaling	006	JOS	003	012	—
Holy-Bible---Dutch---Canisiusvertaling	006	JOS	010	015	—
Holy-Bible---Dutch---Canisiusvertaling	011	1KI	015	006	—
Holy-Bible---Dutch---Canisiusvertaling	011	1KI	015	032	—
Holy-Bible---Dutch---Canisiusvertaling	011	1KI	022	043	In alles volgde hij het voorbeeld van zijn vader Asa, zonder daarvan af te wijken; zo deed hij wat recht was in de ogen van Jahweh.
Holy-Bible---Dutch---Canisiusvertaling	016	NEH	007	068	
Holy-Bible---Dutch---Canisiusvertaling	017	EST	010	004	Nu sprak Mordokai: Dit is het werk van God geweest!
Holy-Bible---Dutch---Canisiusvertaling	017	EST	010	005	Want nu herinner ik mij, dat ik dit alles in een droom heb gezien; niets er van is onvervuld gebleven:
Holy-Bible---Dutch---Canisiusvertaling	017	EST	010	006	het kleine beekje, dat een stroom werd, waarop licht, zon en grote watervloed kwam. Die stroom is Ester, die met den koning huwde en tot koningin werd verheven.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	010	007	De twee draken zijn ik en Haman.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	010	008	De volkeren zijn zij, die zich hebben verzameld, om de naam der Joden uit te roeien.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	010	009	Mijn volk is Israël, dat tot God heeft geroepen en gered werd. Ja, de Heer heeft zijn volk gered, en ons verlost van al deze rampen! God heeft grote tekenen en wonderen gewrocht, zoals Hij nooit onder de heidenen deed!
Holy-Bible---Dutch---Canisiusvertaling	017	EST	010	010	Daarom heeft Hij een dubbel lot gemaakt: één voor het volk Gods en één voor alle andere volkeren.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	010	011	Dat dubbele lot kwam voor het aanschijn van God op de dag en het uur, waarop Hij tussen zijn volk en alle andere volkeren zou richten.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	010	012	En God was zijn volk indachtig, en heeft zijn erfdeel recht verschaft.
Holy-Bible---Dutch---Canisiusvertaling	017	EST	010	013	Daarom zullen de veertiende en de vijftiende dag van de maand Adar feestdagen voor hen zijn; onder Israël, het volk Gods, zullen zij, alle geslachten door, steeds in feestelijke bijeenkomst met vreugde en blijdschap voor zijn aanschijn worden gevierd.
