# File Name: Hebrew_Lexicon_Tyndale.txt
# File Size: 1254822     
# File Date: 02/15/2021 14:23:07
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: http://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2021
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: http://www.AionianBible.org/Publisher
# Publisher Mission: http://www.AionianBible.org/Preface
# Publisher Website: http://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Tyndale House, Cambridge, www.TyndaleHouse.com
# Source Content: Extended Strong's Hebrew Lexicon
# Source Link: https://tyndale.github.io/STEPBible-Data
# Source Application: https://www.STEPBible.org
# Source Copyright: Creative Commons Attribution Non-Commercial 4.0
# Source Definitions: Abridged BDB by http://onlinebible.net, edited by Tyndale House Cambridge
# Source Definitions Copyright: Larry Pierce, larrypierce@alumni.uwaterloo.ca
# Source Definitions Copyright: Explicit usage permission required to use definition in your application
# Source Definitions Copyright: Larry Pierce granted permission for Nainoia Inc applications on 3/11/2019
#
# COLUMNS
#	STRONGS
#		These Extended Strong Numbers are mapped to BDB (and thereby to other modern lexicons) by OpenScriptures.org.
#		This adds about 800 words which are found in modern lexicons but were not differentiated by Strong.
#		Numbers beyond 9000 include non-lexical prefixes and suffixed. They were created by Tyndale House, Cambridge
#		They are designed to be backward compatible with software that uses Strongs numbers. 
#	WORD
#		Hebrew form	based on BDB, then normalised
#	TRANS
#		Transliteration
#	GLOSS
#		A meaning in one word or as few as possible (by Tyndale scholars)
#	MORPH
#		These were created by Tyndale scholars as a simple grammatical value of the main word represented as Language:Type-Gender-Extra. 
#		Language:Type-Gender-Extra.   Language is A=Aramaic, H=Hebrew, G=Greek and n+Name (which is not language specific). 
#		Type is A=Adjective, Adv=Adverb, Art=Article, Cond=Conditional, Conj=Conjunction, Cor=Correlative, DemP=Demonstrative Pn, ImpP=Impersonal Pn, Intg=Interogative,
#			Intj=Interjection, N=Noun, Neg=Negative, Part=Particle, Prep=Preposition, PerP=Personal Pn, PosP=Possessive Pn, RefP=Reflexive Pn, RelP=Relative Pn, V=Verb. 
#		Gender is F=Female, M=Male, N=Neuter, C=Common and P or S is optionally added for Plural Singular
#		Extra for Names is L=Location, P=Person, LG/PG=Gentilic, T=Title (i.e. any other capitalised nouns such as titles, months, gods, planets etc)
#
#		(notes re Morph)
#		Location is only used for places not named after people - eg: Israel = N:N-M-P (for the Person, and nation); Jerusalem = N:N--L; Canaanite is N:N-M-LG; Israelitess is N:N-F-PG
#		Location is a geographical entity such as river, mountain or city eg "Dan", but Gentilic is used for Amon, Syria, Judah, or the tribal area of Dan. The idea is that someone from
#		Dan is probably related to Dan unless he is called a Hittite, but someone from Jerusalem or the city of Dan could be from anywhere even though he is named after the city.
#		So a "Shulemite" (who is prob from Salem ie Shalem aka Jerusalem) is dark-skinned and perhaps not a native from the area.
#		Title is a misc category that incl names of gods, musical term & months and offices such as Pharaoh unless referring to an individual eg Pharaoh Necho who is N:N-M-P
#		When F or M occ with L or T it refers to the gender of that person, not the location, so Jerusalem = N:N--L, Jerusalemites = N:N-G-L, Jerusalemitess = N:N-F-L 
#		When Gentilics related to a person the STEP_LexicalTag points to the Person eg Danites => Dan.  When Gentilics point to a place, the STEP_LexicalTag points to that place,
#		eg Gileadites => Gilead. When there is no numbered tag for the person or place, we probably aren't sure what it is, so the STEP_LexicalTag doesn't have anywhere different to point,
#		eg. Girgashites. Some very common Gentilics (eg Levite) have gained a meaning of their own which may be related to a person but much less so - so the STEP_LexicalTag does not
#		redirect to the entry for that person. 
#		Odd ones: Jew=N:N-G-P, Jewish=N:A, Jewess+Ammonitess=N:N-G-P-F, Canaanite-trader=N:N-G-P / N:N-G-T, Chaldean-magi=N:N-G-L / N:N-G-T,
#			Nephusim=N:N-G-T, Rephaim=N:N-G-P / N:N-G-T, Shulamite+Shunammite+Carmelitess+Jezreelitess=N:N-F-L
#	DEF
#		Definitions are based on the Abridged BDB by Online Bible, and edited to conform with the extended Strongs. They are for guidence only.
#		Permission should be gained from Online Bible before these are applied in any project.  These defs refer to J. Green's A Concise Lexicon
#		of the Biblical Languages (CLBL) and Harris, Archer, & Waltke's Theological Wordbook of the Old Testament (TWOT),
#		These definitions were edited to align with the augmented Strongs by Tyndale House Cambridge. 
#
STRONGS	WORD	TRANS	GLOSS	MORPH	DEF
H130	אֲדֹמִי	e.do.mi	Edomite	N:N--PG	Edomite
H131	אֲדֻמִּים	a.dum.mim	Adummim	N:N--L	Adummim = "ruddy one: quieted ones?" pass or ridge of hills, west of Gilgal
H132	אַדְמוֹנִי	ad.mo.ni	red	H:A	red, ruddy (of Esau as infant)
H133	אַדְמָתָא	ad.ma.ta	Admatha	N:N-M-P	Admatha = "a testimony to them" prince of Persia in reign of Ahasuerus (Xerxes)
H134	אֶ֫דֶן	e.den	socket	H:N-M	base, pedestal, socket (strong, firm) 1a) pedestals of gold on which marble pillars were set 1b) pedestals of the earth, foundation of the earth 1c) pedestals, bases, or sockets on which tabernacle stood
H135	אַדָּן	ad.dan	Addan	N:N--L	Addan = "strong, firm" place in Babylon, from which exiles returned
H136	אֲדֹנָי	a.do.na	Lord	H:N-M	1) my lord, lord 1a) of men 1b) of God 2) Lord-title, spoken in place of Yahweh in Jewish display of reverence
H137	אֲדֹנִי־בֶ֫זֶק	a.do.ni-ve.zeq	Adoni-bezek	N:N-M-P	Adoni-Bezek = "my lord is Besek" king of the Canaanite city of Bezek, killed by Israelites
H138	אֲדֹנִיָּ֫הוּ	a.do.niy.yah	Adonijah	N:N-M-P	Adonijah = "my lord is Jehovah" 1) fourth son of David and Solomon's rival for the throne 2) Levite sent by Jehoshaphat to teach the Law 3) a chief of the people who co-operated with Nehemiah
H139	אֲדֹנִי־צֶ֫דֶק	a.do.ni-tse.deq	Adoni-zedek	N:N-M-P	Adoni-zedek = "my lord is righteous" Canaanite king slain by Joshua
H140	אֲדֹנִיקָם	a.do.ni.qam	Adonikam	N:N-M-P	Adonikam = "my lord arose" the head of an Israelite clan who returned from exile
H141	אֲדֹנִירָם	a.do.ni.ram	Adoniram	N:N-M-P	Adoniram = "my lord is exalted" one of Solomon's officers
H142	אָדַר	a.dar	be glorious	H:V	to be great, be majestic, wide, noble (poetic) 1a) (Niphal) majestic, glorious (participle) 1b) (Hiphil) make glorious
H143	אֲדָר	a.dar	Adar	N:N--T	Adar = "glorious" twelfth month, corresponding to modern March-April
H144	אֲדָר	a.dar	Adar	A:N--T	Adar = "glorious" twelfth month, corresponding to modern March or April
H145	אֶ֫דֶר	e.der	robe	H:N	1) glory, magnificence 2) mantle, cloak (as wide)
H146	אַדָּר	ad.dar	Addar	N:N-M-P/N:N--L	Addar or Adar = "exceeding glorious" 1) son of Bela and Benjamin's grandson 2) city in Judah near Edom
H147	אִדַּר	id.dar	threshing floor	A:N-F	threshing floor
H148	אֲדַרְגָּזֵר	a.dar.ga.zer	judge	A:N-M	judge (diviner), counsellor
H149	אַדְרַזְדָּא	ad.raz.da	diligently	A:Adv	correctly, exactly, diligently, earnestly
H150	אֲדַרְכֹּן	a.dar.kon	dram	H:N-M	drachma, dram, daric-unit of weight and value (of gold, money) equal to 128 grains or 4.32 grams
H151	אֲדֹרָם	a.do.ram	Adoram	N:N-M-P	Adoram = "my lord is exalted" 1) an officer of David 2) an officer of Rehoboam
H152	אַדְרַמֶּ֫לֶךְ	a.de.ram.me.lekh	Adrammelech	N:N-M-P/N:N-M-T	Adrammelech = "honour of the king" or "Adar is prince" or "Adar is Counsellor, Decider" 1) an idol or god of the Sepharvites, introduced to Israel by Shalmaneser the fifth 2) the son and murderer of Sennacherib
H153	אֶדְרַע	ed.ra	force	A:N-F	strong, force, arm, power
H154	אֶדְרֶ֫עִי	ed.re.i	Edrei	N:N--L	Edrei = "goodly pasture" a chief city of Bashan, north of Jabbok river
H155	אַדֶּ֫רֶת	ad.de.ret	clothing	H:N-F	glory, cloak 1a) glory, splendour, magnificence (of a vine, shepherds) 1b) mantle, cloak made of fur or fine material 1b1) prophet's garment
H156	אָדַשׁ	a.dash	to thresh	H:V	(Qal) to tread, tread on, thresh, trample on
H157	אָהֵב	a.hav	to love	H:V	1) to love 1a) (Qal) 1a1) human love for another, includes family, and sexual 1a2) human appetite for objects such as food, drink, sleep, wisdom 1a3) human love for or to God 1a4) act of being a friend 1a4a) lover (participle) 1a4b) friend (participle) 1a5) God's love toward man 1a5a) to individual men 1a5b) to people Israel 1a5c) to righteousness 1b) (Niphal) 1b1) lovely (participle) 1b2) loveable (participle) 1c) (Piel) 1c1) friends 1c2) lovers (fig. of adulterers) 2) to like
H158	אַ֫הַב	a.hav	lover	H:N-M	1) loves, amours (only in plural) ahbym 2) (TWOT) love
H159	אֹ֫הַב	o.hav	beloved	H:N-M	1) loved object 2) (TWOT) love
H160	אַהֲבָה	a.ha.vah	love	H:N-F	1) love 1a) human love for human object 1a1) of man toward man 1a2) of man toward himself 1a3) between man and woman 1a4) sexual desire 2) God's love to His people
H161	אֹ֫הַד	o.had	Ohad	N:N-M-P	Ohad = "united" son of Simeon and grandson of Jacob
H162	אֲהָהּ	a.hah	alas!	H:Intj	alas, oh, ah!
H163	אַהֲוָא	a.ha.va	Ahava	N:N--L	Ahava = "I shall subsist" town or area in Babylonia
H164	אֵהוּד	e.hud	Ehud	N:N-M-P	Ehud = "I will give thanks: I will be praised" or "undivided, union" in (1Ch. 8:6) only 1) Benjamite judge of Israel, deliverer of Israel from Moab 2) another Benjamite, son of Bilhan (1Ch 8:6)
H165	אֱהִי	e.hi	where?	H:Adv	where
H166	אָהַל	a.hal	to shine	H:V	(Hiphil) to be clear, shine
H167	אָהַל	a.hal	to pitch	H:V	to pitch a tent, to move a tent 1a) (Qal) pitch or remove a tent 1a) (Piel) to pitch one's tent
H168	אֹ֫הֶל	o.hel	tent	H:N-M	tent 1a) nomad's tent, and thus symbolic of wilderness life, transience 1b) dwelling, home, habitation 1c) the sacred tent of Jehovah (the tabernacle)
H169	אֹ֫הֶל	o.hel	Ohel	N:N-M-P	Ohel = "tent" son of Zerubbabel
H170	אׇהֳלָה	o.ho.lah	Aholah	N:N-F-P	Aholah = "her own tent" Samaria as an adulteress with Assyria (metaph)
H171	אׇהֳלִיאָב	o.ho.li.av	Aholiab	N:N-M-P	Aholiab = "Father's tent" chief assistant of Bezaleel in construction of the tabernacle
H172	אׇהֳלִיבָה	o.ho.li.vah	Aholibah	N:N-F-P	Aholibah = "woman of the tent" or "the tent is in her" (metaph) Jerusalem as adulterous wife of Jehovah
H173	אׇהֳלִיבָמָה	o.ho.li.va.mah	Aholibamah	N:N-F-P	Aholibamah = "tent of the high place" 1) wife of Esau 2) an Edomite chieftain
H174	אָהָל	a.ha.lim	aloe	H:N-F	aloes, aloe tree 1a) aloe tree 1b) aloe (perfume)
H175	אַהֲרֹן	a.ha.ron	Aaron	N:N-M-P	Aaron = "light bringer" brother of Moses, a Levite and the first high priest
H176a	אוֹ	o	or	H:Conj	1) or, rather 1a) implying that the latter choice is preferred 1b) or if, introducing an example to be seen under a particular principle 1c) (in series) either.or, whether.or 1d) if perchance 1e) except, or else 2) whether, not the least, if, otherwise, also, and, then
H176b	אוֹ	o	desire	H:N-M	desire
H177	אוּאֵל	u.el	Uel	N:N-M-P	Uel = "wish or will of God" a Judean who had taken a foreign woman during the exile
H178	אוֹב	ov	medium	H:N-M	1) water skin bottle 2) necromancer 1b) necromancer, one who evokes the dead 1c) ghost, spirit of a dead one 1d) practice of necromancy 3) one that has a familiar spirit
H179	אוֹבִיל	o.vil	Obil	N:N-M-P	Obil = "camel driver" manager of David's camels
H180	אוּבַל	u.val	river	H:N-M	stream, river
H181	אוּד	ud	firebrand	H:N-M	brand, fire brand
H182	אוֹדָה	o.dot	because	H:N-F	cause 1a) cause, reason for 1b) the occasion of
H183	אָוָה	a.vah	to desire	H:V	desire, incline, covet, wait longingly, wish, sigh, want, be greedy, prefer 1a) (Piel) to desire, crave (food and drink) 1b) (Hithpael) to desire, long for, lust after (of bodily appetites)
H184	אָוָה	a.vah	to mark	H:V	to sign, mark, describe with a mark 1a) (Hithpael) to measure, mark out, mark you out
H185	אַוָּה	av.vah	desire	H:N-F	desire, lust, will (not necessarily evil)
H186	אוּזַי	u.zay	Uzai	N:N-M-P	Uzai = "I shall have my sprinklings" a Judean, one of the repairers of Jerusalem's walls
H187	אוּזָל	u.zal	Uzal	N:N-M-P	Uzal = "I shall be flooded" sixth son Joktan
H188	אוֹי	oy	woe!	H:Intj	woe! alas! oh! 1a) passionate cry of grief or despair
H189	אֱוִי	e.vi	Evi	N:N-M-P	Evi = "my desire" one of five chiefs of Midian
H190	אוֹיָה	o.yah	woe!	H:Intj	woe!
H191	אֱוִיל	e.vil	fool(ish)	H:A-M	be foolish, foolish 1a) (subst) 1a1) of one who despises wisdom 1a2) of one who mocks when guilty 1a3) of one who is quarrelsome 1a4) of one who is licentious
H192	אֱוִיל מְרֹדַךְ	e.vil me.ro.dakh	Evil-merodach	N:N-M-P	Evil Merodach = "man of Merodach" son and successor of Nebuchadnezzar, king of Neo-Babylonian empire, 562-560 BC
H193a	אוּל	ul	strength	H:N-M	prominence 1a) body, belly (contemptuous)
H193b	אוּל	ul	mighty	H:N-M	nobles, wealthy men
H194	אוּלַי	u.lay	perhaps	H:Neg	1) perhaps, peradventure 2) if peradventure 3) unless 4) suppose
H195	אוּלַי	u.lay	Ulai	N:N--L	Ulai = "my leaders (mighties)" river of Elam
H196	אֱוִלִי	e.vi.li	foolish	H:A	foolish
H197	אוּלָם	u.lam	porch	H:N-M	porch 1a) in Solomon's temple 1b) in Solomon's palace 1c) in temple of Ezekiel's vision
H198	אוּלָם	u.lam	Ulam	N:N-M-P	Ulam = "their leader: vestibule" 1) a Manassite 2) a Benjamite of Saul's family
H199	אוּלָם	u.lam	but	H:Adv	1) but, but indeed (a strong adversative) 2) however, nevertheless
H200	אִוֶּ֫לֶת	iv.ve.let	folly	H:N-F	foolishness, folly
H201	אוֹמָר	o.mar	Omar	N:N-M-P	Omar = "speaker" or "eloquent" grandson of Esau
H202	אוֹן	on	strength	H:N-M	1) vigour, generative power 2) wealth 3) physical strength (of men and behemoth)
H203	אוֹן	on	On	N:N-M-P	On = "wealth" or "vigour" a chief of the tribe of Reuben
H204	אֹן	on	On	N:N--L	On = "strength or vigour" city in lower Egypt, bordering land of Goshen, centre of sun-worship, residence of Potipherah (priest of On and father-in-law of Joseph)
H205	אָ֫וֶן	a.ven	evil	H:N-M	trouble, wickedness, sorrow 1a) trouble, sorrow 1b) idolatry 1c) trouble of iniquity, wickedness
H206	אָ֫וֶן	a.ven	Aven	N:N--L	Aven = "vanity" a name used contemptuously for the following places of idolatrous worship 1a) a city in Egypt, possibly On (Eze 30:17) 1b) Bethel with its calf worship (Ho 10:8) 1c) A town or region in Syria (Am 1:5)
H207	אוֹנוֹ	o.no	Ono	N:N--L	Ono = "vigorous" 1) city in Benjamin 2) a valley (of craftsman)
H208	אוֹנָם	o.nam	Onam	N:N-M-P	Onam = "vigorous" 1) a Horite chief, grandson of Seir 2) son Jerahmeel, a chief of Judah
H209	אוֹנָן	o.nan	Onan	N:N-M-P	Onan = "strong" second son of Judah, slain by God for not fulfilling the levitical requirement to beget a child with the wife of a dead, childless brother
H210	אוּפָז	u.phaz	Uphaz	N:N--L	Uphaz = "desire of fine gold" a place famous for its gold (site unknown)
H211	אוֹפִיר	o.phir	Ophir	N:N--L/N:N-M-P	Ophir = "reducing to ashes" 1) eleventh son of Joktan 2) a land or city in southern Arabia in Solomon's trade route where gold evidently was traded for goods 3) characteristic of fine gold 4) fine gold
H212	אוֹפָן	o.phan	wheel	H:N-M	wheel 1a) chariot wheel 1b) wheel in Ezekiel's vision 1c) wheels of the ten bases beneath the lavers in Solomon's temple
H213	אוּץ	uts	to hasten	H:V	to press, be pressed, make haste, urge, be narrow 1a) (Qal) 1a1) to press, hasten 1a2) to be pressed, confined, narrow 1a3) to hasten, make haste 1a4) be narrow 1b) (Hiphil) 1b1) to urge, insist 1b2) to hasten
H214	אוֹצָר	o.tsar	treasure	H:N-M	treasure, storehouse 1a) treasure (gold, silver, etc) 1b) store, supplies of food or drink 1c) treasure-house, treasury 1c1) treasure-house 1c2) storehouse, magazine 1c3) treasury 1c4) magazine of weapons (fig. of God's armoury) 1c5) storehouses (of God for rain, snow, hail, wind, sea)
H215	אוֹר	or	to light	H:V	to be or become light, shine 1a) (Qal) 1a1) to become light (day) 1a2) to shine (of the sun) 1a3) to become bright 1b) (Niphal) 1b1) to be illuminated 1b2) to become lighted up 1c) (Hiphil) 1c1) to give light, shine (of sun, moon, and stars) 1c2) to illumine, light up, cause to shine, shine 1c3) to kindle, light (candle, wood) 1c4) lighten (of the eyes, his law, etc) 1c5) to make shine (of the face)
H216	אוֹר	or	light	H:N-F	light 1a) light of day 1b) light of heavenly luminaries (moon, sun, stars) 1c) day-break, dawn, morning light 1d) daylight 1e) lightning 1f) light of lamp 1g) light of life 1h) light of prosperity 1i) light of instruction 1j) light of face (fig.) 1k) Jehovah as Israel's light
H217a	אוּר	ur	flame	H:N-M	flame, light of fire
H217b	אֻרִים		flame	H:N-M	region of light, East
H218a	אוּר	ur	Ur	N:N-M-P	Ur = "flame" n pr m father of one of David's heroes
H218b	אוּר	ur	Ur	N:N--L	Ur = "flame" n pr loc city in southern Babylonia, city of the Chaldeans, centre of moon worship, home of Abraham's father, Terah, and departure point for the Abraham's migration to Mesopotamia and Canaan
H219a	אוֹרָה	o.rah	light	H:N-F	1) light 2) light of joy and happiness (fig.)
H219b	אוֹרָה	o.rah	herb	H:N-F	herb
H220	אֲוֵרָה	a.ve.rah	stall	H:N-F	manger, stall, crib
H221	אוּרִי	u.ri	Uri	N:N-M-P	Uri = "fiery" 1) a prince of Judah, a son of Hur who was used by God to prepare the tabernacle 2) an officer (or the father of an officer) of Solomon in Gilead 3) a porter or gatekeeper in time of Ezra who took a foreign woman as wife
H222	אוּרִיאֵל	u.ri.el	Uriel	N:N-M-P	Uriel = "God (El) is my light" 1) chief of the Levitical line of Kohath in David's time 2) maternal grandfather of Abijah
H223a	אוּרִיָּה	u.riy.yah	Uriah	N:N-M-P	Uriah or Urijah = "Jehovah (Yahweh) is my light (flame)" 1) Hittite husband of Bathsheba 2) a priest who built king Ahaz' heathen altar 3) a priest who rebuilt Jerusalem's wall
H223b	אוּרִיָּ֫הוּ		Urijah	N:N-M-P	Uriah or Urijah = "Jehovah (Yahweh) is my light (flame)" a prophet slain by Jehoiakim
H224	אוּרִים	u.rim	Urim	N:N-M-T	Urim = "lights" stones kept in a pouch on the high-priest's breastplate, used in determining God's decision in certain questions and issues
H225	אוּת	ut	to consent	H:V	(Niphal) to consent, agree
H226	אוֹת	ot	sign	H:N-F	1) sign, signal 1a) a distinguishing mark 1b) banner 1c) remembrance 1d) miraculous sign 1e) omen 1f) warning 2) token, ensign, standard, miracle, proof
H227a	אָז	az	then	H:Adv	then, at that time 1a) temporal expressions 1a1) then (past) 1a2) then, if.then (future) 1a3) earlier 1b) logical expressions 1b1) in that case 1b2) that (being so)
H227b	מֵאָז		the past	H:Adv	1)in time past, of old 2)from time of, since
H228	אֲזָא	a.za	to heat	A:V	(P'al) make hot, heat
H229	אֶזְבָּ֑י	ez.bay	Ezbai	N:N-M-P	Ezbai = "my humblings" father of one of David's mighty men
H230	אַזְדָּא	a.zad	gone	A:A	(P'al) to be gone
H231	אֵזוֹב	e.zov	hyssop	H:N-M	hyssop, a plant used for medicinal and religious purposes
H232	אֵזוֹר	e.zor	girdle	H:N-M	1) waist-cloth, the innermost piece of clothing 1a) of God's power over kings (fig.) 1b) of faithfulness (metaph) 2) waistband
H233	אֲזַי	a.zay	then	H:Adv	then, in that case
H234	אַזְכָּרָה	az.ka.rah	memorial	H:N-F	memorial-offering, the portion of the meal (food) offering which is burned
H235	אָזַל	a.zal	be gone	H:V	to go, to go away, to go about 1a) (Qal) 1a1) to go away 1a2) to go about 1a3) to be used up, be exhausted, be gone, evaporated 1b) (Pual) to go to and fro
H236	אֲזַל	a.zal	to go	A:V	to go, to go off 1a) (P'al) to go, go off
H237	אֶזֶל	e.zel	Ezel	N:N--L	Ezel = "departure" a memorial stone between Ramah and Nob; scene of final farewell between David and Jonathan
H238	אָזַן	a.zan	to listen	H:V	to hear, listen 1a) (Hiphil) 1a1) to hear, listen, give ear 1a2) to be obedient, harken 1a3) to hear or listen to prayers (of God)
H239	אָזַן	a.zan	to ponder	H:V	(Piel) weigh, test, prove, consider
H240	אָזֵן	a.zen	weapon	H:N-M	tools, implements, weapons
H241	אֹ֫זֶן	o.zen	ear	H:N-F	1) ear, as part of the body 2) ear, as organ of hearing 3) (subjective) to uncover the ear to reveal; the receiver of divine revelation
H242	אֻזֵּן שֶׁאֱרָה	uz.zen she.e.rah	Uzzen-sheerah	N:N--L	Uzzen Sherah = "portion of Sherah" city built by Sherah, Ephraim's daughter
H243	אַזְנוֹת תָּבוֹר	az.not ta.vor	Aznoth-tabor	N:N--L	Aznoth Tabor = "peaks of Tabor" a pair of hills on Naphtali's border
H244a	אׇזְנִי	oz.ni	Ozni	N:N-M-P	Ozni = "my ear (hearing)" n pr m son of Gad
H244b	אׇזְנִי	oz.ni	Oznite	N:N--PG	Oznite = "my ear (hearing)" n pr m pertaining to Ozni and his descendants
H245	אֲזַנְיָ֫הוּ	a.zan.yah	Azaniah	N:N-M-P	Azaniah = "Jehovah (Yahweh) hears" the father of Jeshua, a Levite
H246	אֲזֵק	a.ziq.qim	chains	H:N-M	chains, manacles
H247	אָזַר	a.zar	to gird	H:V	gird, encompass, equip, clothe 1a) (Qal) to gird, gird on (metaphorical of strength) 1b) (Niphal) be girded 1c)(Piel) hold close, clasp 1d) (Hiphpael) gird oneself (for war)
H248	אֶזְרוֹעַ	ez.ro.a	arm	H:N-F	arm
H249	אֶזְרָח	ez.rach	born	H:N-M	a native (one rising from the soil) 1a) of man, native Israelites 1b) of tree, native (to Israel)
H250	אֶזְרָחִי	ez.ra.chi	Ezrahite	N:N--PG	Ezraite = "a native (as arising out of the soil)" Ezrahite, of the family of Zerach
H251	אָח	ach	brother	H:N-M	brother 1a) brother of same parents 1b) half-brother (same father) 1c) relative, kinship, same tribe 1d) each to the other (reciprocal relationship) 1e) (fig.) of resemblance
H252	אַח	ach	brother	A:N-M	brother
H253	אָח	ach	ah!	H:Intj	ah, alas, woe!
H254	אָח	ach	hearth	H:N-F	fire-pot, brazier
H255	אֹחַ	o.ach	howling animal	H:N-M	howling animal 1a) jackal 1b) hyena
H256	אַחְאָב	ach.av	Ahab	N:N-M-P	Ahab = "father's brother" 1) king of Israel, son of Omri, husband of Jezebel 2) false prophet executed by Nebuchadrezzar, time of Jeremiah
H257	אַחְבָן	ach.van	Ahban	N:N-M-P	Ahban = "brother of an understanding (intelligent) one" son of Abishur of Judah
H258	אָחַד	a.chad	to go either way	H:V	(Hithpael) to go one way or another, to be sharp
H259	אֶחָד	e.chad	one	H:A	one (number) 1a) one (number) 1b) each, every 1c) a certain 1d) an (indefinite article) 1e) only, once, once for all 1f) one.another, the one.the other, one after another, one by one 1g) first 1h) eleven (in combination), eleventh (ordinal)
H260	אָחוּ	a.chu	meadow	H:N-M	reeds, marsh plants, rushes
H261	אֵחוּד	e.chud	Ehud	N:N-M-P	Ehud = "united" great grandson of Benjamin
H262	אַחְוָה	ach.vah	declaration	H:N-F	declaration
H263	אַחֲוָיָה	a.cha.vah	explanation	A:N-F	declaration, a declaring
H264	אַחֲוָה	a.cha.vah	brotherhood	H:N-M	fraternity, brotherhood
H265	אֲחוֹחַ	a.cho.ach	Ahoah	N:N-M-P	Ahoah = "brother of rest" a grandson of Benjamin
H266	אֲחוֹחִי	a.cho.chi	Ahohite	N:N--PG	Ahohite = "brother of rest" one of the clan of Ahoah
H267	אֲחוּמַי	a.chu.may	Ahumai	N:N-M-P	Ahumai = "a water reed: brother of waters" grandson of Shobal, descendant of Judah
H268	אָחוֹר	a.chor	back	H:N-M	the back side, the rear 1a) backwards 1b) hereafter (of time) 1c) behind
H269	אָחוֹת	a.chot	sister	H:N-F	sister 1a) sister (same parents) 1b) half-sister (same father) 1c) relative 1c1)(metaph) of Israel's and Judah's relationship 1d) beloved 1d1) bride 1e) (fig.) of intimate connection 1f) another
H270	אָחַז	a.chaz	to grasp	H:V	grasp, take hold, seize, take possession 1a) (Qal) to grasp, take hold of 1b) (Niphal) to be caught, grasped, be settled 1c) (Piel) to enclose, overlay 1d) (Hophal) fastened
H271	אָחָז	a.chaz	Ahaz	N:N-M-P	Ahaz = "he has grasped" 1) king of Judah, son Jotham, father of Hezekiah 2) a Benjamite, son of Micah, and great grandson of Jonathan
H272	אֲחֻזָּה	a.chuz.zah	possession	H:N-F	possession, property 1a) land 1b) possession by inheritance
H273	אַחְזַי	ach.zay	Ahzai	N:N-M-P	Ahasai = "my holder, protector" a post-exilic priest, in Jerusalem
H274	אֲחַזְיָ֫הוּ	a.chaz.yah	Ahaziah	N:N-M-P	Ahaziah = "Jehovah (Yahu) holds (possesses)" 1) ruler of Israel, son of Ahab 2) ruler of Judah, son of Jehoram (Joram)
H275	אֲחֻזָּם	a.chuz.zam	Ahuzzam	N:N-M-P	Ahuzam = "possessor" a descendant of Judah through Caleb
H276	אֲחֻזַּת	a.chuz.zat	Ahuzzath	N:N-M-P	Ahuzzath = "possession" friend of Abimelech
H277	אֲחִי	a.chi	Ahi	N:N-M-P	Ahi = "my brother" 1) a head of the families of Gad 2) an Asherite
H278	אֵחִי	e.chi	Ehi	N:N-M-P	Ehi = "my brother" son of Benjamin
H279	אֲחִיאָם	a.chi.am	Ahiam	N:N-M-P	Ahiam = "mother's brother" one of David's warriors (heroes)
H280	אֲחִידָה	a.chi.dah	riddle	A:N-F	puzzle, riddle
H281	אֲחִיָּ֫הוּ	a.chiy.yah	Ahiah	N:N-M-P	Ahiah or Ahijah = "brother of Jehovah (Yahu)" 1) grandson of Phinehas 2) scribe of Solomon 3) a prophet who predicted the revolt of the Northern tribes 4) father of Baasha, who usurped the Northern throne 5) grandson of Hezron (or mother of 1-4 above) 6) a Benjamite, son of Ehud 7) one of David's heroes 8) a Levite during David's time 9) a chief man under Nehemiah
H282	אֲחִיהוּד	a.chi.hud	Ahihud	N:N-M-P	Ahihud = "brother of majesty" a prince of Asher
H283	אַחְיוֹ	ach.yo	Ahio	N:N-M-P	Ahio = "brotherly" or "fraternal" 1) son of Abinadab who sheltered the ark 2) a Benjamite 3) another Benjamite of Saul's ancestry
H284	אֲחִיחֻד	a.chi.chud	Ahihud	N:N-M-P	Ahihud = "brother of mystery" a Benjamite, son of Ehud
H285	אֲחִיטוּב	a.chi.tuv	Ahitub	N:N-M-P	Ahitub = "my brother is good (goodness)" 1) a grandson of Eli 2) the father of Zadok the priest
H286	אֲחִילוּד	a.chi.lud	Ahilud	N:N-M-P	Ahilud = "child's brother" 1) father of Jehoshaphat, David's recorder 2) father of Baana, an officer of Solomon
H287	אֲחִימוֹת	a.chi.mot	Ahimoth	N:N-M-P	Ahimoth = "brother of death" or "my brother is death" a son of Elkanah, a Levite
H288	אֲחִימֶ֫לֶךְ	a.chi.me.lekh	Ahimelech	N:N-M-P	Ahimelech = "my brother is king" or "brother of Melek" 1) a priest murdered by Doeg at Saul's command, for supposedly assisting David 2) a Hittite warrior under David
H289	אֲחִימַן	a.chi.man	Ahiman	N:N-M-P	Ahiman = "my brother is a gift" 1) a son of Anak 2) a Levite servant in the temple
