# File Name: Greek_Lexicon_Tyndale.txt
# File Size: 2820042     
# File Date: 02/20/2021 19:26:27
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: http://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2021
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: http://www.AionianBible.org/Publisher
# Publisher Mission: http://www.AionianBible.org/Preface
# Publisher Website: http://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Tyndale House, Cambridge, www.TyndaleHouse.com
# Source Content: Extended Strong's Greek Lexicon
# Source Link: https://tyndale.github.io/STEPBible-Data
# Source Application: https://www.STEPBible.org
# Source Copyright: Creative Commons Attribution Non-Commercial 4.0
# Source Definitions: Uses Abbot-Smith or Middle Liddel or Mounce's Teknia when entries are missing. 
# Source Definitions: (AS) = Abbott Smith - from https://github.com/translatable-exegetical-tools/Abbott-Smith, with corrections and adapted by Tyndale Scholars. 
# Source Definitions: (ML) = Middle Liddell - from Perseus - used for Meaning in the Brief lexicon when there is no entry by (AS)
# Source Definitions: (MT) = Mounce's Teknia Greek dictionary - from www.billmounce.com/greek-dictionary (with permission) - used for Meaning in the Brief lexicon when there is no entry by (AS) or (ML)
#
# COLUMNS
#	STRONGS
#		Strong's number with extensions
#		G0001  - G5624,  Strongs numbers from original set made by Strong for Greek behind the KJV  
#		G3203  - G3302,  Not used for some reason
#		G5627  - G5799,  Greek morphology codes  (these numbers aren't used in this lexicon) 
#		G5800  - G5893,  Greek Synonyms - see http://studybible.info/strongs/G5800  (these numbers aren't used in this lexicon) 
#		G6000  - G6090,  Extra Strongs Numbers in NASB mainly for variants not known to Strong. (they remain the same so it is backward-compatible with NASB) 
#		G6100  - G9979,  Extra Greek from Apostolic Bible Project mainly for LXX words not found in NT (including Greek names that don't occur in the Hebrew) 
#		G6091  - G6099,  G9980 - G9999, Extra Greek for variants which are not included in NASB or Apostolic Bible  
#		G10000 - G19999, Greek equivalent of Strongs Hebrew numbers for names and transliterated words eg  Abagtha (H0005) = G10005. When there is a NT equivalent, this is the STEP_LexicalTag
#		G20000 - G20199, Words where  the Full LSJ entry refers to the LXX, but they are not referred to in the AB tagging because they only occur in non-Protestant canons or in MSS other than Vaticanus (used by AB)
#	WORD
#		Greek word in unicode lexical form. Based on LSJ but conforming to BADG when the difference may be confusing.
#	TRANS
#		Transliteration
#	GLOSS
#		A meaning in one word or as few as possible (by Tyndale scholars)
#	MORPH
#		Simple gramatical value of the main word represented as Language:Type-Gender-Extra
#		Language is A=Aramaic, H=Hebrew, G=Greek and N=Name (which is not language specific).
#		Type is A=Adjective, Adv=Adverb, Art=Article, Cond=Conditional, Conj=Conjunction, Cor=Correlative, DemP=Demonstrative Pn, ImpP=Impersonal Pn, Intg=Interogative,
#			Intj=Interjection, N=Noun, Neg=Negative, Part=Particle, Prep=Preposition, PerP=Personal Pn, PosP=Possessive Pn, RefP=Reflexive Pn, RelP=Relative Pn, V=Verb.
#		Gender is F=Female, M=Male, N=Neuter, C=Common and P or S is optionally added for Plural Singular
#		Extra for Names is L=Location, P=Person, LG/PG=Gentilic, T=Title (i.e. any other capitalised nouns such as titles, months, gods, planets etc)
#	DEF
#		Definition, lexical entry.
#		The Brief lexicon uses Abbot-Smith or MiddleLiddel or Mounce's Teknia when entries are missing.
#		(AS) = Abbott Smith - from https://github.com/translatable-exegetical-tools/Abbott-Smith, with corrections and adapted by Tyndale Scholars. 
#		(ML) = Middle Liddell - from Perseus - used for Meaning in the Brief lexicon when there is no entry by (AS)
#		(MT) = Mounce's Teknia Greek dictionary - from www.billmounce.com/greek-dictionary (with permission) -  used for Meaning in the Brief lexicon when there is no entry by (AS) or (ML)
#
STRONGS	WORD	TRANS	GLOSS	MORPH	DEF
G53	ἁγνός	hagnos	pure	G:A	-ή, -όν (&lt; ἅγος, see: ἅγιος), [in LXX chiefly for טָהוֹר (Pss, and Pr. only), also 2Ma.13:8, 4Ma.18:7, al;] 1) free from ceremonial defilement, in a condition prepared for worship (for exx. of pagan usage, V. MM, VGT, see word). 2) holy, sacred, venerable (II Mac, l.with). 3) As in OT (cl.), pure, chaste, undefiled, guiltless; (a) of persons: 2Co.7:11 11:12, 1Ti.5:22, Tit.2:5, 1Jn.3:3; (b) of things: Php.4:8, Jas.3:17, 1Pe.3:2. (AS)
G54	ἁγνότης	hagnotēs	purity	G:N-F	-τητος, ἡ (&lt; ἁγνός), purity, chastity (cf. ἁγιότης): 2Co.6:6 11:3. (AS)
G55	ἁγνῶς	hagnōs	purely	G:Adv	(&lt; ἁγνός), adv, purely, with pure motives: Php.1:17. (AS)
G56	ἀγνωσία	agnōsia	ignorance	G:N-F	-ας, ἡ (&lt; γινώσκω), [in LXX: Job.35:16 (בִּבְלִי־דַּעַת), Wis.13:1, 3Ma.5:27 *;] ignorance (opp. to γνῶσις): 1Co.15:34, 1Pe.2:15 (see Hort in l; MM, VGT, see word). (AS)
G57	ἄγνωστος	agnōstos	unknown	G:A	-ον (&lt; γινώσκω), [in LXX: Wis.11:18 18:3, 2Ma.1:19 2:7 (Cremer, 157) *;] unknown: Act.17:23 (cf. MM, VGT, see word). (AS)
G58	ἀγορά	agora	marketplace	G:N-F	-ας, ἡ (&lt; ἀγείρω, to bring together) [in LXX for עִזָּבוֹן, שׁוּק;] 1) an assembly (Hom, Xen, al.). 2) a place of assembly, a public place or forum, a market-place (Hom, Thuc, al; LXX): Mat.11:16 20:2 23:7, Mrk.6:56 (cf. MM, VGT, see word, ἀγυιά) 7:4 (Bl, §46, 7) 12:38, Luk.7:32 (Bl, l.with) 11:43 20:46, Act.16:19 17:7 (Cremer, 59; MM, VGT, see word). (AS)
G59	ἀγοράζω	agorazō	to buy	G:V	(&lt; ἀγορά), [in LXX chiefly for שׁבר, קנה;] 1) to frequent the ἀγορά (Hdt, al.). 2) to buy in the market, purchase (Xen, al; LXX; in π. very common in deeds of sale, see MM, VGT, see word): absol, Mat.21:12, Mrk.11:15; with accusative of thing(s), Mat.13:44, 46, al; before παρά, with genitive of person(s), Rev.3:18 (LXX, Polyb.); ἐκ, Mat.27:7; with genitive pret, Mrk.6:37, al; metaph, 1Co.6:20 7:23, 2Pe.2:1, Rev.5:9 14:3, 4. (AS)
G60	ἀγοραῖος	agoraios	of the marketplace	G:A	-ον (&lt; ἀγορά), 1) frequenting the ἀγορά, a lounger in the ἀγορά (Xen, al.): Act.17:5. 2) In late writers (Strab, al.), proper to the ἀγορά: ἀγοραῖοι (sc. ἥμεραι) ἀγονται (cf. Lat. conventus agere), court-days are kept, Act.19:38 (for exx. of both usages, see MM, VGT, see word). (AS)
G61	ἄγρα	agra	catch	G:N-F	-ας, ἡ (&lt; ἄγω), 1) the chase, a hunting or catching: Luk.5:4. 2) that which is taken, a catch: of fish, Luk.5:9. (AS)
G62	ἀγράμματος	agrammatos	unschooled	G:A	ἀγραυλέω, -ῶ (&lt; ἀγραυλος, dwelling in the field; &lt; ἀγρός, αὐλή), to live in the fields: Luk.2:8. (AS)
G63	ἀγραυλέω	agrauleō	to live outside	G:V	to dwell in the field, (New Testament) (ML)
G64	ἀγρεύω	agreuō	to catch	G:V	(ἄγρα), [in LXX: Job.10:16, Pro.5:22 6:25,26, Hos.5:2 (לקח ni, שׁחט, etc.)*;] to catch or take by hunting or fishing; metaph, Mrk.12:13. (AS)
G65	ἀγριέλαιος	agrielaios	wild olive tree	G:N-F	ἀγρι-έλαιος, -ον 1) of the wild olive (Anth.). 2) As subst, the wild olive: Rom.11:17, 24 (CGT, in 1; MM, VGT, see word). (AS)
G66	ἄγριος	agrios	wild	G:A	-α, -ον (&lt; ἀγρός), [in LXX for שָׂדֶה, etc;] 1) living in fields, wild: μέλι. Mat.3:4, Mrk.1:6. 2) savage, fierce: Ju 13. (Cf. usage in π. of a malignant wound; MM, VGT, see word) (AS)
G67	Ἀγρίππας	Agrippas	Agrippa	N:N-M-P	-α (Bl, §7, 2), ὁ Agrippa (II): Act.25:13, 22, 23, 24, 26 26:1, 2, 19, 27, 28, 32. (For Agrippa I, see: Ἡρῴδης, 3.) (AS)
G68	ἀγρός	agros	field	G:N-M	-οῦ, ὁ, [in LXX chiefly for שָׂדֶה]; 1) a field: Mat.6:28, al. 2) the country: Mrk.15:21, al; pl, country places, farms: Mrk.5:14 6:36 56, Luk.8:34 9:12. 3) = χωρίον a piece of ground: Mrk.10:29, Act.4:27, al. (On the occurrence of this word as compared with χώρα, χωρίον see MM, VGT, see word) (AS)
G69	ἀγρυπνέω	agrupneō	be watchful	G:V	-ῶ (&lt; ἄγρυπνος, seeking sleep; &lt; ἀγρεύω, ὕπνος), [in LXX chiefly for שׁקד;] to be sleepless, wakeful (Theogn, Xen, al.); metaph. (LXX) = cl. ἐγρήγορα, to be watchful, vigilant: Mrk.13:33, Luk.21:36, Eph.6:18, Heb.13:17. (AS)
G70	ἀγρυπνία	agrupnia	sleeplessness	G:N-F	-ας, ἡ (see supr.), [in LXX: Si.9, 2Ma.2:26 *;] sleeplessness, watching: 2Co.6:5 11:27. (Plat, Hdt; for exx. in π, see MM, VGT, see word) (AS)
G71	ἄγω	agō	to bring	G:V	[in LXX for בּוא hi, לקח, נהג, etc;] 1) to lead, bring, carry: with ace, before ἐπί, εἰς, ἕως, πρός and simple dative; metaph, to lead, guide, impel: Jhn.10:16 Rom.2:4, Heb.2:10, 2Ti.3:6, al. 2) to spend or keep a day: Luk.24:21, Act.19:38 3) Intrans, to go: subjunc, ἄγωμεν, Mat.2:46, al. (Cramer, 61; MM, VGT, see word). (AS)
G72	ἀγωγή	agōgē	self-conduct	G:N-F	-ῆς, ἡ (&lt; ἄγω), [in LXX: Est.2:20 10:3, 2Ma.4:16 6:8 11:24, 3Ma.4:10 *;] 1) a carrying away. 2) a leading, guiding; metaph, training; hence, from the expression ἀ. τοῦ βίου, absol, conduct, way of life: 2Ti.3:10 (Cremer, 61; MM, VGT, see word). (AS)
G73	ἀγών	agōn	fight	G:N-M	-ῶνος, ὁ (&lt; ἄγω), [in LXX: Isa.7:13 (לאה), Est.4:17, Wis.4:2 10:12, II Mac.6, 4Mac.5 *;] 1) a gathering, esp. for games. 2) a place of assembly. 3) a contest, struggle, trial; metaph. (MM, VGT, see word), (a) of the Christian life as a contest and struggle: Php.1:30, 1Th.2:2, 1Ti.6:12, 2Ti.4:7 Heb.12:1; (b) solicitude, anxiety: Col.2:1. (AS)
G74	ἀγωνία	agōnia	a struggle	G:N-F	-ας, ἡ (&lt; ἀγών), [in LXX: 2Ma.3:14,16 15:19 *;] 1) a contest, wrestling (Eur, Xen.). 2) Of the mind, great fear, agony, anguish (Dem, Arist.): Luk.22:44 (cf. Field, Notes, 77 f; Abbott, Essays, 101 f; MM, VGT, see word). (AS)
G75	ἀγωνίζομαι	agōnizomai	to struggle	G:V	(&lt; ἀγών), [in LXX: Da TH 6:14 (שׂוּם בָּל), Sir.4:28, I, II, 4Mac.5 *;] 1) to contend for a prize: 1Co.9:25, 2) to fight, struggle, strive: Jhn.18:36; metaph. (MM, VGT, see word). Col.1:29 4:12, 1Ti.4:10 6:12, 2Ti.4:7; with inf. (Field, Notes, 66), Luk.13:24 (Cremer, 609) (AS)
G76	Ἀδάμ	Adam	Adam	N:N-M-P	ὁ indecl. (Heb. אָדָם), Adam: Luk.3:38, Rom.5:14, 1Co.15:22,45, 1Ti.2:13,14 Ju 14. Christ ὁ ἔσχατος Ἀ, 1Co.15:45. (AS)
G77	ἀδάπανος	adapanos	free	G:A	-ον (&lt; δαπάνη), without expense, free of charge: 1Co.9:18. (AS)
G78	Ἀδδί	Addi	Addi	N:N-M-P	Ἀδδεί (Rec. Ἀδδί), ὁ, Addei: Luk.3:28. (AS)
G79	ἀδελφή	adelphē	sister	G:N-F	-ῆς, ἡ (&lt; ἀδελφός), [in LXX for אָהוֹת;] a sister: Mat.19:29, al; metaph. (MM, VGT, see word), of a member of the Christian community: Rom.16:1, 1Co.7:15 Jas.21:15, al. (AS)
G80	ἀδελφός	adelphos	brother	G:N-M	-οῦ, ὁ (&lt; ἀ- copul, δελφύς, womb), in cl, a brother, born of the same parent or parents. [In LXX (Hort, Ja, 102f.), for אָח;] 1) lit. of a brother (Gen.4:2, al.). 2) Of a neighbour (Lev.19:17). 3) Of a member of the same nation (Exo.2:14, Deu.15:3). In NT in each of these senses (1. Mat.1:2, al; 2. Mat.7:3; 3. Rom.9:3) and also, 4) of a fellow-Christian: 1Co.1:1, Act.9:30. This usage finds illustration in π, where ἀ. is used of members of a pagan religious community (M, Th, I, 1:4; MM, VGT, see word). The ἀδελφοὶ τ. Κυρίου (Mat.12:46-49 13:55 28:10, Mrk.3:31-34, Luk.8:19-21, Jhn.2:12 7:3, 5 10 20:17, Act.1:14, 1Co.9:5) may have been sons of Joseph and Mary (Mayor, Ja, Intr. viff; DB, i, 320ff.) or of Joseph by a former marriage (Lft, Gal, 252ff; DCG, i, 232ff.), but the view of Jerome, which makes ἀ. equivalent to ἀνεψιός, is inconsistent with Greek usage. (Cremer, 66.) (AS)
G81	ἀδελφότης	adelphotēs	brotherhood	G:N-F	-ητος, ἡ (&lt; ἀδελφός), [in LXX: 1Ma.12:10,17, 4Mac.5 *;] 1) abstract, brotherhood, brotherly affection (LXX). 2) Concrete, the brotherhood, the Christian community: 1Pe.2:17 5:9 (MM, VGT, see word). (AS)
G82	ἄδηλος	adēlos	unclear	G:A	ἄ-δηλος, -ον (&lt; δῆλος), [in LXX: Ps 50 (51):6 (בַּטֻחוֹת);] 1) unseen, unobserved, not manifest (Ps, l.with): Luk.11:44. 2) uncertain, indistinct: 1Co.14:8. (AS)
G83	ἀδηλότης	adēlotēs	uncertainty	G:N-F	-ητος, ἡ (&lt; ἄδηλος), uncertainty: 1Ti.6:17. (AS)
G84	ἀδήλως	adēlōs	uncertainly	G:Adv	(&lt; ἄδηλος), adv. uncertainly: of direction, 1Co.9:26. (AS)
G85	ἀδημονέω	adēmoneō	be distressed	G:V	-ῶ (on the derivation, see MM, VGT, see word), [in Aq: Job.18:20; Sm: Psa.60 (61):3 115:2 (116:11), Ecc.7:17 (16), Eze.3:15 *;] to be troubled, distressed (MM, l.with): Mat.26:37, Mrk.14:33, Php.2:26. (AS)
G86	ᾍδης	Hadēs	Hades	G:N-M	-ου, ὁ [in LXX ehiefly for שְׁאוֹל, also for דּוּמָה, מָוֶת, etc;] 1) in Hom, Hades (Pluto), the god of the underworld. 2) the abode of Hades, the underivorld; in NT, the abode of departed spirits, Hades: ἐν τ. ᾅ, Luk.16:23; εἰς ᾅ, Act.2:27,31; πύλαι ᾅδου, Mat.16:18; κλεῖς τοῦ ᾅ, Rev.1:18; metaph, ἕως ᾅ, Mat.11:23, Luk.10:15; personified, Rev.6:8 20:13,14 (Cremer, 67, 610; MM, VGT, see word). (AS)
G87	ἀδιάκριτος	adiakritos	impartial	G:A	ἀ-διά-κριτος, -ον (&lt; διακρίνω), [in LXX: Pro.25:1 *;] 1) not to be parted, mixed, undistinguishable (cf. Pr, l.with, and see Lft, Ignat. Eph, §3). 2) without uncertainty (Hort, in l, but see MM, VGT, see word): Jas.3:17. (AS)
G88	ἀδιάλειπτος	adialeiptos	continuous	G:A	-ον (&lt; διαλείπω), unremitting, incessant: Rom.9:2, 2Ti.1:3. (For exx, see MM, VGT, see word) (AS)
G89	ἀδιαλείπτως	adialeiptōs	unceasingly	G:Adv	(see supr.), adv, [in LXX: 1Ma.12:11, II Mac.4, 3Ma.6:33 *;] unremittingly, incessantly: Rom.1:9, 1Th.1:3 2:13 5:17. (AS)
G90	ἀδιαφθορία	adiaphthoria	unspoilable	G:N-F	incorruption, uprightness, (New Testament) (ML)
G91	ἀδικέω	adikeō	to harm	G:V	-ῶ (&lt; ἄδικος), [in LXX for עשׁק, עוה, etc;] 1) intrans, to be ἄδικος, do wrong, act wickedly or criminally: Act.25:11, 1Co.6:8, 2Co.7:12, Col.3:25, Rev.22:11; to do hurt, Rev.9:19. 2) Trans. (a) to do some wrong: ὃ ἠδίκησεν, Col.3:25; to wrong some one, Mat.20:13, Act.7:26, 27 25:10, 2Co.7:2, Gal.4:12, Phm 18, 2Pe.2:13; pass, Act.7:24, 2Co.7:12; mid, 1Co.6:7 (suffer. to be wronged; WM, §38, 3; but see Bl, §54, 5; and cf. ἀποστερέω); (b) to injure, hurt: Luk.10:19 Rev.2:11 6:6 7:2, 3 9:4,10 11:5. (AS)
G92	ἀδίκημα	adikēma	crime	G:N-N	-τος, τό (&lt; ἀδικέω), [in LXX for עָוֹן, פֶּשַׁע, etc;] a wrong, injury, misdeed (MM, VGT, see word): Act.18:14 24:20, Rev.18:5. (AS)
G93	ἀδικία	adikia	unrighteousness	G:N-F	-ας, ἡ (&lt; ἄδικος), [in LXX for עָוֹן, פֶּשַׁע, עָוֶל, etc;] 1) injustice: Luk.18:6, Rom.9:14. 2) unrighteousness, iniquity: Jhn.7:18, Act.8:23, Rom.1:18, 29 2:8 6:13, 2Ti.2:19, 1Jn.1:9 5:17; opp. to ἀλήθεια, 1Co.13:6, 2Th.2:12; to δικαιοσύνη], Rom.3:5; ἀπάτη τῆς ἀ, 2Th.2:10; μισθὸς ἀδικίας, Act.1:18, 2Pe.2:13,15; ἐγράται τῆς ἀ, Luk.13:27; μαμωνᾶς τῆς ἀ, Luk.16:9; κόσμος τῆς ἀ, Jas.3:6; οἰκονόμος τῆς ἀ, Luk.16:8. 3) = ἀδίκημα, an unrighteous act: ironically, a favour, 2Co.12:13; pl, Heb.8:12 (Cremer, 261; MM, VGT, see word). (AS)
G94	ἄδικος	adikos	unjust	G:A	-ον (&lt; δίκη), [in LXX for שׁקר, עול, etc;] 1) unjust: Rom.3:5, Heb.6:10. 2) unrighteous, wicked: Luk.16:11 18:11, Act.24:15, 1Co.6:1,9 1Pe.3:18; opp. to δίκαιος, Mat.5:45; to εὐσεβής, 2Pe.2:9; to πιστός, Luk.16:10 (Cremer, 200). (AS)
G95	ἀδίκως	adikōs	unjustly	G:Adv	adv. (&lt; ἄδικος), [in LXX for שׁקר, עול, etc;] unjustly, undeservedly: 1Pe.2:19. (AS)
G96	ἀδόκιμος	adokimos	failing	G:A	ἀ-δόκιμος, -ον, [in LXX: Pro.25:4, Isa.1:22 (סִיג) *;] 1) of things (prop. of metals: LXX, ll. with), not standing the test, rejected: γῆ, Heb.6:8. 2) Of persons, rejected after testing, reprobate: Rom.1:28, 1Co.9:27, 2Co.13:5-7, 2Ti.3:8, Tit.1:16 (Cremer, 212). (AS)
G97	ἄδολος	adolos	pure	G:A	-ον, 1) guileless (Pind, Thuc). 2) Of liquids (Æsch, Eur, and late prose writers), genuine, pure (in π. and in MGr. of wine, also of corn: MM, VGT, see word; Milligan, NTD, 77): of milk, metaph, 1Pe.2:2. (AS)
G98	Ἀδραμυττηνός	Adramuttēnos	Adramyttene	N:N--LG	Ἁδραμυντηνός (T, Rec. Ἀδραμυττηνός), -ή,-όν, of Adramyttium, a seaport of Mysia: Act.27:2. (AS)
G99	Ἀδρίας	Adrias	Adriatic Sea	N:N-M-L	Ἁδρίας (T, Rec. Ἀδρίας), -ου, ὁ, the Adriatic sea, in later Greek usage extended to take in all the waters between Greece and Italy: Act.27:27. (AS)
G100	ἁδρότης	hadrotēs	abundance	G:N-F	-τος, ἡ (&lt; ἁδρός, thick, well-grown), 1) thickness, vigour. 2) abundance, bounty: 2Co.8:20. (AS)
G101	ἀδυνατέω	adunateō	be impossible	G:V	-ῶ (&lt; ἀδύνατος), [in LXX: Deu.17:8, Zec.8:6 (פּלא ni.), Job.42:2 (בּצר ni.), al;] 1) Abbott-Smith omits this number to be unable (cl, Philo; π, see MM, VGT, see word). 2) In LXX and NT (Kennedy, Sources, 124; Hatch, Essays, 4; Field, Notes, 46 f.), to be impossible: Mat.17:20, Luk.1:37. (AS)
G102	ἀδύνατος	adunatos	unable	G:A	ἀ-δύνατος, -ον, [in LXX for אֶבְיוֹן, דַּל, etc;] 1) of persons, unable, powerless: Act.14:8; figuratively Rom.15:1 (MM, VGT, see word). 2) Of things, impossible: Mat.19:26, Mrk.10:27, Luk.18:27, Rom.8:3, Heb.6:4,18 10:4 11:6. (AS)
G103	ᾄδω	adō	to sing	G:V	(Attic form of Ion. and poët. ἀείδω), [in LXX chiefly for שִׁיר;] to sing, (a) intrans, with dative (MM, VGT, see word), of praise to God: Eph.5:19, Col.3:16; (b) trans, with cogn. accusative: ᾠδὴν, Rev.5:9 14:3 15:3. (AS)
G104	ἀεί	aei	always	G:Adv	adv, [in LXX: Isa.42:14 (מֵעוֹלָם) 51:13 (תָּמִיד), Ps 94(95):10, al;] ever; 1) of continuous time, unceasingly, perpetually: Act.7:51, 2 Co.4.11; 6:10, Tit.1:12, Heb.3:10. 2) Of successive occurrences, on every occasion (MM, VGT, see word): 1Pe.3:15, 2Pe.1:12. (AS)
G105	ἀετός	aetos	eagle	G:N-M	-οῦ, ὁ, [in LXX for נֶשֶׁר;] an eagle: Rev.4:7 8:13 (Rec. ἀγγέλου) 12:14. Where carrion is referred to, ἀ. is probably a vulture (cf. Job.39:30, Pro.30:17): Mat.24:28, Luk.17:37 (MM, VGT, see word). (AS)
G106	ἄζυμος	azumos	unleavened	G:A	-ον (&lt; ζύμη), [in LXX for מָצָּה; τὰ ἄ. (sc. λάγανα, cakes) = הַמָצָּה;] unleavened: ἡ ἑορτὴ τῶν ἄ. (הַג הַמָצָּה), the paschal feast (also called τὰ ἄ, Mrk.14:1), Luk.22:1; ἡμέρα τῶν ἄ, Mat.26:17, Mrk.14:12, Luk.22:7; ἡμέραι, Act.12:3 20:6. Fig, of Christians, free from corruption: 1Co.5:7; exhorted to keep festival, ἐν ἀζύμοις (sc. ἄρτοις, λάγανοις, or, indefinitely, "unleavened elements"), ib. 8 (Cremer, 724). (AS)
G107	Ἀζώρ	Azōr	Azor	N:N-M-P	ὁ, indecl, Azor: Mat.1:13,14. (AS)
G108	Ἄζωτος	Azōtos	Azotus	N:N-F-L	-ου, ἡ (Heb, אַשְׁדּוֹד), Azotus, a Philistine city: Act.8:40. (AS)
G109	ἀήρ	aēr	air	G:N-M	ἀέρος, ὁ, [in LXX: 2Ki.22:12 (= Psa.17(18):11 שׁחק), Wi.8;] in Hom, Hes, the lower air which surrounds the earth, as opp. to the purer αἰθήρ of the higher regions; generally, air (MM, VGT, see word): Act.22:23, 1Th.4:17, Rev.9:2 16:17; of the air as the realm of demons, Eph.2:2; ἀ. δέρειν, of striving to no purpose, 1Co.9:26; εἰς ἀ. λαλεῖν, of speaking without effect, not being understood, 1Co.14:9. (AS)
G110	ἀθανασία	athanasia	immortality	G:N-F	-ας, ἡ (&lt; ἀ-θάνατος, undying; V. MM, VGT, see word), [in LXX: Wis.3:4 4:1 8:13,17 15:3, 4Ma.14:5 16:13 *;] immortality: 1Co.15:53,54 1Ti.6:16 (cf. Cremer, 285 f.). (AS)
G111	ἀθέμιτος	athemitos	unlawful	G:A	ἀ-θέμιτος (late form of ἀθέμιστος, LS, MM, VGT, see word), -ον (&lt; θέμις, custom, right), [in LXX: 2Ma.6:5 7:1 10:34, 3Ma.5:20 *;] (a) of persons, lawless (III Mac, l.with); (b) of things, lawless, unlawful: Act.10:28, 1Pe.4:3. (AS)
G112	ἄθεος	atheos	without God	G:A	ἄ-θεος, -ον, 1) in cl. (a) slighting or denyiyig the gods (Plat; cf. MM, VGT, see word); (b) godless, ungodly (Pind.); (with) abandoned by the gods (Soph.) 2) In the NT (cf. Lft. on Ign. ad Trail, §3), of the heathen, without God, not knowing God (Cremer, 281): Eph.2:12. (AS)
G113	ἄθεσμος	athesmos	lawless	G:A	-ον (&lt; θεσμός, law, custom), [in LXX: 3Ma.5:12 6:26 *;] lawless, esp. of those who violate the law of nature and conscience (cf. MM, VGT, see word): 2Pe.2:7 3:17. (AS)
G114	ἀθετέω	atheteō	to reject	G:V	-ῶ (&lt; τίθημι), [in LXX for seventeen different words, פּשׁע, מרד, בּגד, מעל, etc, often meaning, as 1Ki.13:3 (Heb, al.), to revolt; properly, to make ἄθετον, or do away with what has been laid down (see DCG, i, 453 f.)]. 1) to set aside, disregard (in Gramm, to reject as spurious): διαθήκην, Gal.3:16; ἐντολήν, Mrk.7:9; νόμον. Heb.10:28; πίστιν, 1Ti.5:12. 2) to nullify, make void: Luk.7:30 (see Field, Notes, 59), 1Co.1:19, Gal.2:21. 3) to reject: Mrk.6:26 (Field, op. cit, 30), Lk 10:16, Jhn.12:48, I Th 48, Ju 8 (for exx. in π, see MM, VGT, see word). (AS)
G115	ἀθέτησις	athetēsis	nullification	G:N-F	-εως, ἡ (&lt; ἀθετέω), [in LXX, usually of unfaithful, rebellious action: 1Ki.24:12 (פֶּשַׁע), Jer.12:1 (בֶּגֶד), Da TH 9:7 (מַעַל), 2Ma.14:28 *;] a disannulling, setting aside: Heb.7:18 9:26 (for similar usage in π, see Deiss, BS, 228 f; MM, VGT, see word). (AS)
G116	Ἀθῆναι	Athēnai	Athens	N:N-F-L	-ῶν, αἱ (plural because consisting of several parts), Athens: Act.17:15,16 18:1, 1Th.3:1. (AS)
G117	Ἀθηναῖος	Athēnaios	Athenian	G:A	Athenian, of or from Athens, (Iliad by Homer), etc (ML)
G118	ἀθλέω	athleō	to compete	G:V	-ῶ (in cl. also ἀθλεύω, &lt; ἆθλος, a contest, in war or in sport), to contend in games, wrestle, combat: 2Ti.2:5. (AS)
G119	ἄθλησις	athlēsis	struggle	G:N-F	-εως, ἡ (&lt; ἀθλέω), a contest, combat, esp. of athletes; figuratively, a struggle: Heb.10:32 (for exx, see MM, VGT, see word). (AS)
G120	ἀθυμέω	athumeō	be discouraged	G:V	-ῶ (ἄ-θυμος, without heart), [in LXX for חרה, etc;] to be disheartened: Col.3:21. (AS)
G121	ἀθῷος	athōos	innocent	G:A	(Rec. wrongly, -ῶος; LS, see word; Mayser, 131), -ον (&lt; θωή, a penalty), [in LXX chiefly for נקה ni, pi, נָקִי;] 1) unpunished (MM, VGT, see word). 2) innocent: Mat.27:4 (WH, R, mg, δίκαιον) 27:24. (AS)
G122	αἴγειος	aigeios	goat's	G:A	(WH, -γιος), -α, -ον (&lt; αἶξ, a goat), [in LXX for עֵז;] of a goat: Heb.11:37 (MM, VGT, see word). (AS)
G123	αἰγιαλός	aigialos	shore	G:N-M	-οῦ, ὁ (on the derivation, see Boisacq, see word), [in LXX: Jdg.5:17 (חוֹף), Sir.24:14 *;] the sea-shore, beach (cf. Field, Notes, 146; DCG, i, 175 f; MM, VGT, see word): Mat.13:2,48 Jhn.21:4, Act.21:5 27:39,40. (AS)
G124	Αἰγύπτιος	Aiguptios	Egyptian	G:A	-α, ον, Egyptian: Act.7:22,24,28 21:38, Heb.11:29. (AS)
G125	Αἴγυπτος	Aiguptos	Egypt	N:N-F-L	ου, ἡ, Egypt: Mat.2:13-15,19, Act.2:10 7:9-39, Heb.3:16 11:26,27; γῆ Αἴ, Act.7:40 13:17, Heb.8:9, Ju 5 (cf. Exo.5:12, al.); ἡ Αἴ, Act.7:11; figuratively, of Jerusalem as hostile to God, Rev.11:8. (AS)
G126	ἀΐδιος	aidios	eternal	G:A	-ον (&lt; ἀεί), [in LXX: Wis.7:26, 4Ma.10:15 *;] everlasting (freq. in Inscr; MM, VGT, see word): Rom.1:20, Ju 6. (AS)
G127	αἰδώς	aidōs	modesty	G:N-F	(-όος), -οῦς, ἡ, [in LXX: 3Ma.1:19 4:5 *;] a sense of shame, modesty: 1Ti.2:9 (for exx, see MM, VGT, see word). (AS)
