Strongs numbers in lexicon, but not in tagged texts, SEEMS LIKE TOO MANY!
===

G33	ἄγε	to lead	
G6640	βααλτάμ	master	
G6641	βαδδίν	linen clothes	
G6642	βαδίζω	to proceed	
G6643	βαθέως	deeply	
G6644	βαθύφωνος	deep voiced	
G6645	βαθύχειλος	having thick lips	
G6646	βαίθ	bath (measure)	
G6647	βαίνω	to go	
G6648	βακτηρία	a staff	
G6649	βακχούρια	first-fruit	
G6650	βάλανος	a pin	
G6651	βάμμα	a dye	
G6652	βαρ	linen	
G6653	βάραθρον	a pit	
G6654	βᾶρις	a palace	
G6655	βαρύγλωσσος	an unknown language	
G6656	βαρυθυμέω	be weighed down	
G6657	βαρυκάρδιος	heavy-hearted	
G6658	βασιλίσκος	cobra	
G6659	βάσκανος	bewitching	
G6660	βάσταγμα	a burden	
G6661	βδέλλα	leech	
G6662	βδελυγμός	abomination	
G6663	βεβαίως	firmly	
G6664	βεβήλωσις	profaning	
G6665	βεδέκ	a breach	
G6666	βεζέκ	lightning	
G6667	βελόστασις	weaponry	
G6668	βερσεχθάν	a chest	
G6669	βηρύλλιος	beryl	
G6670	βιαίως	forcibly	
G6671	βιβάζω	to breed	
G6672	βίβλινος	papyrus	
G6673	βιβλιοθήκη	a library	
G6674	βιβλιοφόρος	courier	
G6675	βῖκος	a pitcher	
G6676	βιότης	sustenance	
G6677	βιρά	a palace	
G6678	βλέφαρον	eyelid	
G6679	βόθρος	a cesspool	
G6680	βοΐδιον	bullock	
G6681	βόλβιτον	dung	
G6682	βόλος	a casting	
G6683	βομβέω	to resonate	
G6684	βορά	carrion	
G6685	βόσκημα	pastured	
G6686	βόστρυχος	a curl	
G6687	βοτρύδιον	a small cluster of grapes	
G6688	βούβαλος	roebuck	
G6689	βούκεντρον	an oxgoad	
G6690	βουκόλιον	a herd	
G6691	βουλευτικός	of a counselor	
G6692	βουνίζω	to heap up	
G6693	βούτομον	flowering rush	
G6694	βούτυρον	butter	
G6695	βραγχιάω	sore throat	
G6696	βραδύγλωσσος	slow of tongue	
G6697	βρόμος	groaning	
G6698	βροντάω	to thunder	
G6699	βροτός	human	
G6700	βροῦχος	grasshopper	
G6701	βρύχημα	a roaring	
G6702	βρωτός	eatable	
G6703	βύρσα	a hide	
G6704	βύω	to plug	
G6705	βῶλαξ	a clod	
G6706	βῶλος	a droplet	
G6707	γαβίς	crystal	
G6708	γαζαρηνός	astrologer	
G6709	γαζοφύλαξ	treasurer	
G6710	γαῖα	land	
G6711	γαῖσος	a javelin	
G6712	γαλαθηνός	suckling	
G6713	γαλεάγρα	a wicker cage	
G6714	γαλῆ	weasel	
G6715	γαμβρεύω	to marry	
G6716	γαμβρός	an in-law	
G6717	γαρέμ	frame	
G6718	γασβαρηνός	a treasurer	
G6719	γαυρίαμα	prancing	
G6720	γαυριάω	to prance	
G6721	γαυρόω	to prance	
G6722	γεδδούρ	a troop	
G6723	γεῖσος	molding	
G6724	γειώρας	a foreigner	
G6725	γελοιάζω	to joke	
G6726	γελοιασμός	a joke	
G6727	γελοιαστής	a jokester	
G6728	γέρας	an honor	
G6729	γεῦμα	taste	
G6730	γεῦσις	tasting	
G6731	γέφυρα	a dam	
G6732	γεωμετρία	a surveying	
G6733	γεωμετρικός	of a surveyor	
G6734	γηγενής	earth-born	
G6735	γίγαρτον	a grape-stone	
G6736	γίγας	a giant	
G6737	γλαύξ	owl	
G6738	γλυκάζω	to sweeten	
G6739	γλυκαίνω	to sweeten	
G6740	γλύκασμα	sweetness	
G6741	γλυκασμός	sweetness	
G6742	γλυκερός	sweet	
G6743	γλυκύτης	sweetness	
G6744	γλύμμα	a carving	
G6745	γλυπτός	a carving	
G6746	γλυφή	a carving	
G6747	γλύφω	to carve	
G6748	γλωσσότμητος	with a tongue cut out	
G6749	γλωσσοχαριτέω	to flatter	
G6750	γλωσσώδης	talkative	
G6751	γνάθος	a cheek	
G6752	γνοφερός	dim	
G6753	γνοφόω	to darken	
G6754	γνοφώδης	dim	
G6755	γνώριμος	acquaintance	
G6756	γνωστῶς	knowingly	
G6757	γόγγυσις	grumbling	
G6758	γομόρ	a homer	
G6759	γομφιάζω	to have a toothache	
G6760	γομφιασμός	a toothache	
G6761	γονορρυής	a seminal emission	
G6762	γόνος	semen	
G6763	γραμματεία	writing	
G6764	γραμματεύω	to write	
G6765	γραμματικός	an academic	
G6766	γραμματοεισαγωγεύς	a judicial recorder	
G6767	γραφεῖον	a stylus	
G6768	γραφίς	a pen	
G6769	γρηγόρησις	vigilance	
G6770	γρύζω	to growl	
G6771	γρύψ	a griffin	
G6772	γυμνόω	be naked	
G6773	γύμνωσις	nakedness	
G6774	γυναικών	chamber of women	
G6775	γύναιον	a helpless woman	
G6776	γῦρος	a curve	
G6777	γυρόω	to make a curvature	
G6778	γύψ	a vulture	
G6779	γωνιαῖος	angular	
G6780	δαβείρ	dabir	
G6781	δαλός	a firebrand	
G6782	δάσος	a thicket	
G6783	δασύπους	a hare	
G6784	δασύς	bushy	
G6785	δαψιλεύομαι	to worry	
G6786	δείδω	be in awe	
G6787	δείλαιος	wretched	
G6788	δείλη	afternoon	
G6789	δειλιαίνω	to make timid	
G6790	δειλινός	dusk	
G6791	δεινός	awful	
G6792	δεκάδαρχος	a commander of ten	
G6793	δεκαέξ	sixteen	
G6794	δεκαεπτά	seventeen	
G6795	δεκάπηχυς	ten cubits	
G6796	δεκαπλασίων	ten-times	
G6797	δέκαρχος	a commander of ten	
G6798	δεκατρεῖς	thirteen	
G6799	δεκάχορδος	ten-stringed	
G6800	δεξαμενή	a trough	
G6801	δέρρις	a hide covering	
G6802	δεσπόζω	be master	
G6803	δεσποτεία	mastery	
G6804	δευτερεύω	be second	
G6805	δευτερονόμιον	a second book of the law	
G6806	δευτερόω	to repeat	
G6807	δευτέρωσις	second rank	
G6808	δῆγμα	a strike	
G6809	δήλωσις	manifestation	
G6810	διάβασις	a ford	
G6811	διάβημα	a footstep	
G6812	διαβητίζομαι	to force through	
G6813	διαβιβάζω	to cause to pass over	
G6814	διαβιόω	to continue to live	
G6815	διαβοάω	to proclaim forth	
G6816	διαβολή	distraction	
G6817	διαβουλεύω	to deliberate upon	
G6818	διαβουλία	deliberation	
G6819	διαβούλιον	deliberation	
G6820	διάγγελμα	declaration	
G6821	διαγλύφω	to carve	
G6822	διαγραφή	a diagram	
G6823	διαγράφω	to circumscribe	
G6824	διάδηλος	apparent	
G6825	διαδύνω	to penetrate	
G6826	διαθερμαίνω	to warm through	
G6827	διάθεσις	a disposition	
G6828	διαθρύπτω	to break through	
G6829	δίαιτα	habitation	
G6830	διαιτάω	to pass one's life	
G6831	διακαθιζάνω	to sit separately	
G6832	διακάμπτω	to bend	
G6833	διακενῆς	ineffectual	
G6834	διάκενος	empty	
G6835	διακλάω	to snap	
G6836	διακλέπτω	to steal away	
G6837	διακομίζω	to carry across	
G6838	διακοπή	a breach	
G6839	διακόπτω	to cut through	
G6840	διακύπτω	to look through	
G6841	διαλανθάνω	to escape notice	
G6842	διάλευκος	white-mixed	
G6843	διάλλομαι	to leap across	
G6844	διαλογή	versification	
G6845	διάλυσις	parting	
G6846	διαμαρτάνω	to miss entirely	
G6847	διαμαρτυρία	bearing witness	
G6848	διαμετρέω	to measure out	
G6849	διαμέτρησις	a measurement	
G6850	διαναπαύω	to give rest	
G6851	διανήθω	to spin	
G6852	διανθίζω	to decorate	
G6853	διανίστημι	to arise	
G6854	διανοέω	to consider	
G6855	διανόησις	a device	
G6856	διαπαρατριβή	useless disputation	
G6857	διαπαρθενεύω	to lose virginity	
G6858	διαπαύω	to discontinue	
G6859	διαπειλέω	to threaten	
G6860	διαπέμπω	to spread	
G6861	διαπετάννυμι	to open and spread out	
G6862	διάπηγα	a small pillar	
G6863	διαπίπτω	to fail	
G6864	διαπλατύνω	to flatten out	
G6865	διαπληκτίζομαι	to skirmish	
G6866	διαπνέω	to refresh	
G6867	διάπρασις	a sale	
G6868	διάπτωσις	a downfall	
G6869	διαρπαγή	ravaging	
G6870	διαρραίνω	to sprinkle	
G6871	διαρρίπτω	to scatter	
G6872	διαρτάω	to waver	
G6873	διαρτίζω	to mold	
G6874	διασαλεύω	to excite	
G6875	διασάφησις	an explanation	
G6876	διασκεδάννυμι	to disperse	
G6877	διασκευάζω	to equip	
G6878	διασκευή	equipment	
G6879	διασκορπισμός	dispersing	
G6880	δίασμα	a warp	
G6881	διασπασμός	a tearing in pieces	
G6882	διαστροφή	perverseness	
G6883	διαστρώννυμι	to spread with carpets	
G6884	διασφαγή	a gap	
G6885	διασχίζω	to cut asunder	
G6886	διάταξις	a disposition	
G6887	διατείνω	to extend	
G6888	διατήκω	to melt	
G6889	διατήρησις	preservation	
G6890	διατίλλω	to pluck out	
G6891	διατόνιον	a clasp	
G6892	διατόρευμα	carvings	
G6893	διατρέπω	be overawed	
G6894	διατρέφω	to maintain	
G6895	διατρέχω	to run across	
G6896	διατριβή	pastime	
G6898	διαφαύσκω	to show light through	
G6899	διαφλέγω	to burn up	
G6900	διαφορέω	to disperse	
G6901	διαφόρημα	dispersion	
G6902	διαφωνέω	to dissent	
G6903	διαφωτίζω	to illuminate	
G6904	διαχέω	to diffuse	
G6905	διαχρίω	to smear all over	
G6906	διάχρυσος	interwoven with gold	
G6907	διάχυσις	diffusion	
G6908	διάψαλμα	a pause	
G6909	διαψεύδω	to disappoint	
G6910	δίγλωσσος	double-tongued	
G6911	διδυμεύω	to bear twins	
G6912	διεγγυάω	to mortgage	
G6913	διεκβάλλω	to pass out through	
G6914	διεκβολή	a mountain pass	
G6915	διελαύνω	to thrust through	
G6916	διελέγχω	to plead	
G6917	διεμβάλλω	to insert	
G6918	διεξάγω	to administer	
G6919	διεξέρχομαι	to go through	
G6920	διετηρίς	two whole years	
G6921	διευλαβέομαι	to revere	
G6922	διήγημα	a tale	
G6923	διηθέω	to refine	
G6924	διηλόω	to nail	
G6925	δίθυμος	at variance	
G6926	διΐημι	to thrust out	
G6927	δικάζω	to act as judge	
G6928	δικαστήριον	court of justice	
G6929	δικτυόομαι	lattice work	
G6930	δικτυωτός	latticed	
G6931	δίμετρος	a double measure	
G6932	δίοδος	a corridor	
G6933	διοικητής	an administrator	
G6934	διοικοδομέω	to build	
G6935	διόλου	wholly	
G6936	διοράω	to see clearly	
G6937	διορθόω	to set right	
G6938	διορίζω	to determine	
G6939	διόρυγμα	a ditch	
G6940	δίπηχυς	two cubits	
G6941	διπλασιάζω	to repeat	
G6942	διπλασιασμός	doubling	
G6943	διπλοΐς	a doubled garment	
G6944	δισσός	double	
G6945	διυφαίνω	to interweave	
G6946	διφθέρα	a leather covering	
G6947	δίφρος	a chair	
G6948	διχηλέω	be cloven	
G6949	διχοτόμημα	a piece	
G6950	δίψα	thirst	
G6951	διωθέω	to push away	
G6952	διώροφος	second story	
G6953	διῶρυξ	an aqueduct	
G6954	διωστήρ	a pole	
G6955	δοκιμαστής	an approver	
G6956	δόκωσις	a building	
G6957	δολιότης	deceit	
G6958	δολίως	deceitfully	
G6959	δόμος	a layer	
G6960	δόξασμα	glory	
G6961	δοξαστός	glorious	
G6962	δορά	skin	
G6963	δορκάδιον	a young doe	
G6964	δόρκων	a buck	
G6965	δόρυ	a wooden spear	
G6966	δοτός	dedicated	
G6967	δράγμα	a sheaf	
G6968	δράξ	a handful	
G6969	δρομεύς	a runner	
G6970	δρόσος	dew	
G6971	δρυμός	a grove	
G6972	δρῦς	an oak	
G6973	δυναστεία	command	
G6974	κυρεία	command	
G6975	δυναστεύω	be in power	
G6976	δυνατῶς	mightily	
G6977	δὺο δύο	two by two	
G6979	δυσκολία	discontent	
G6980	δύσκωφος	hard of hearing	
G6981	δυστοκέω	to suffer birth pangs	
G6982	δύσχρηστος	inconvenient	
G6983	δωδεκάμηνος	twelve months	
G6984	δωροδέκτης	one that takes bribes	
G6985	δωρολήπτης	one that receives bribes	
G6986	ἐάνπερ	if indeed	
G6987	ἔαρ	the spring season	
G6988	ἑβδομάς	a period of seven	
G6989	εβδομηκονταδύο	seventy-two	
G6990	εβδομηκονταεπτά	seventy-seven	
G6991	εβδομηκονταπέντε	seventy-five	
G6992	εβδομηκοντατέσσαρες	seventy-four	
G6993	εβδομηκοντατρεῖς	seventy-three	
G6994	ἑβδομηκοστός	seventieth	
G6995	ἐγγαστρίμυθος	one who delivers oracles	
G6996	εγγελά	a heifer	
G6997	ἐγγλύφω	to engrave upon	
G6998	ἔγγραπτος	written	
G6999	ἐγγυάω	to guarantee a loan	
G7000	ἐγγύη	surety	
G7001	ἐγγύθεν	near to	
G7002	ἐγκάθημαι	to lie in wait	
G7003	ἐγκαθίζω	to sit in place	
G7004	ἐγκαινισμός	dedication	
G7005	ἐγκαίνωσις	dedication	
G7006	ἐγκαλύπτω	to cover up	
G7007	ἔγκαρπος	containing fruit	
G7008	ἔγκατα	insides	
G7009	ἐγκατακρύπτω	to hide in	
G7010	ἐγκατάλειμμα	leftover, surplus	
G7011	ἐγκαταλιμπάνω	to abandon	
G7012	ἐγκαταπαίζω	to mock	
G7014	ἔγκειμαι	to cling	
G7015	ἐγκισσάω	to stimulate	
G7016	ἐγκλείω	to lock up	
G7017	ἔγκληρος	hereditary	
G7018	ἐγκλοιόω	to bind with a cord	
G7019	ἐγκοίλια	the intestines	
G7020	ἔγκοιλος	imbedded under	
G7021	ἐγκολαπτός	sculptured	
G7022	ἐγκολάπτω	to sculpt	
G7023	ἐγκολλάω	to join	
G7024	ἔγκοπος	wearied	
G7025	ἐγκοτέω	be angry	
G7026	ἐγκότημα	an object of anger	
G7027	ἐγκρατέω	to have power over	
G7028	ἐγκρίς	a pastry	
G7029	ἐγκρούω	to hammer in	
G7030	ἐγκρυφίας	cakes	
G7031	ἔγκτητος	procured	
G7032	ἐγκυλίω	to wrap up in	
G7033	ἐγκωμιάζω	to laud	
G7034	ἐγκώμιον	a commendation	
G7035	ἐγρήγορος	a watchman	
G7036	ἐγχειρέω	to take in hand	
G7037	ἐγχείρημα	an enterprise	
G7038	ἐγχειρίδιος	a knife	
G7039	ἐγχειρίζω	to commit to	
G7040	ἐγχέω	to pour	
G7041	ἐγχρονίζω	to linger	
G7042	ἐγχώριος	native inhabitant	
G7043	ἔδεσμα	food	
G7044	ἔδνα	a dowry	
G7045	ἕδρα	buttock	
G7046	ἑδράζω	to seat	
G7047	ἐθισμός	a custom	
G7048	εἰ δὲ καί	but if even	
G7049	εἰ μήν	is it not?	
G7050	εἰκάζω	to imagine	
G7051	εἰκάς	the twentieth day	
G7052	εἰκοσαετής	of twenty years	
G7053	εικοσιδύο	twenty-two	
G7054	εἰκοσιείς	twenty-one	
G7055	εἰκοσιεννέα	twenty-nine	
G7056	εἰκοσιέξ	twenty-six	
G7057	εἰκοσιεπτά	twenty-seven	
G7058	εἰκοσιοκτώ	twenty-eight	
G7059	εἰκοσιπέντε	twenty-five	
G7060	εἰκοσιτέσσαρες	twenty-four	
G7061	εἰκοσιτρεῖς	twenty-three	
G7062	εἱλέω	to wrap	
G7063	εἶμι	to come	
G7064	εἰρ	a sentinel	
G7065	εἰσάπαξ	at once	
G7066	εἰσβλέπω	to look in	
G7067	εἰσδεκτός	acceptable	
G7068	εισδύω	to enter into	
G7069	εἰσοδιάζω	income	
G7070	εἰσόδιος	an entrance	
G7071	εἰσσπάομαι	to draw into	
G7072	εἰσφορά	a contribution	
G7073	ἑκάτερος	to each other	
G7074	ἑκατονταπλασίως	a hundred foldly	
G7075	ἑκατοντάς	a hundred	
G7076	ἑκατοστεύω	to bear a hundred	
G7078	ἐκβιάζω	to expel	
G7079	ἐκβλαστάνω	to sprout forth	
G7080	ἐκβλύζω	to gush out	
G7081	ἐκβράζω	to throw out	
G7082	ἐκβρασμός	an eruption	
G7083	ἐκγελάω	to laugh out loud	
G7084	ἐκγράφω	to write out	
G7085	ἐκδανείζω	to lend with interest	
G7086	ἐκδέρω	to flay	
G7087	ἐκδέω	to suspend	
G7088	ἐκδιδύσκω	to strip	
G7089	ἐκδικάζω	to avenge	
G7090	ἐκδικητής	avenger	
G7091	ἐκζέω	to erupt	
G7092	ἔκθεμα	public notice	
G7093	ἐκθερίζω	to reap up	
G7094	ἐκθηλάζω	to suck out	
G7095	ἐκθλίβω	to squeeze out	
G7096	ἐκκαθαρίζω	to clear out	
G7097	ἑκκαίδεκα	sixteen	
G7098	ἑκκαιδέκατος	sixteenth	
G7099	ἐκκαλέω	to call forth	
G7100	ἐκκενόω	to empty out	
G7101	ἐκκήρυκτος	banished	
G7102	ἐκκλησιάζω	to hold an assembly	
G7103	ἐκκλησιαστής	assemblyman	
G7104	ἐκκλύζω	to wash out	
G7105	ἐκκόλαμμα	engravement	
G7106	ἐκκρούω	to knock back	
G7107	ἐκκύπτω	to look out of	
G7108	ἐκλαμβάνω	to take out of	
G7109	ἐκλατομέω	to quarry	
G7110	ἐκλείχω	to lick up	
G7111	ἔκλειψις	end	
G7112	ἐκλευκαίνω	to whiten	
G7113	ἔκλευκος	very white	
G7114	ἐκλιμία	craving	
G7115	ἐκλογίζομαι	to call into account	
G7116	ἐκλοχίζω	to select	
G7117	ἔκλυσις	feebleness	
G7118	ἐκλύτρωσις	ransoming	
G7119	ἐκμαίνω	to drive mad	
G7120	ἐκμετρέω	to measure out	
G7121	ἐκμιαίνω	to defile	
G7122	ἐκμυελίζω	to extract marrow	
G7123	ἔκνηψις	soberness	
G7124	ἑκουσιάζομαι	be willing	
G7125	ἑκουσιασμός	a voluntary offering	
G7126	ἐκπεράω	to carry over	
G7127	ἐκπεριπορεύομαι	to march around	
G7128	ἐκπιέζω	to pressure	
G7129	ἐκπικραίνομαι	to embitter greatly	
G7130	ἐκπίνω	to drink up	
G7131	ἔκπληξις	amazement	
G7132	ἐκπλύνω	to thoroughly wash	
G7133	ἐκποιέω	to furnish	
G7134	ἐκπολεμέω	to wage war	
G7135	ἐκπολιορκέω	to capture a city	
G7136	ἐκπορθέω	to pillage	
G7137	εκπριόω	to buy off	
G7138	εκρέω	to flow away	
G7139	ἔκρηγμα	an inundation	
G7140	ἐκρήγνυμι	be torn from	
G7141	ἐκρίπτω	to cast forth	
G7142	ἔκρυσις	an outflow	
G7143	ἐκσαρκίζομαι	to tear off flesh	
