# File Name: Hebrew_Lexicon_Strongs.txt
# File Size: 1452460     
# File Date: 02/20/2021 19:25:59
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: http://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2021
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: http://www.AionianBible.org/Publisher
# Publisher Mission: http://www.AionianBible.org/Preface
# Publisher Website: http://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Robert Rouse
# Source Content: James Strong's Lexicon, Hebrew
# Source Description: https://en.wikipedia.org/wiki/Strong%27s_Concordance
# Source Copyright: Public Domain
# Source Link: https://viz.bible/
#
# COLUMNS
#	STRONGS
#		Strong's number
#	WORD
#		Hebrew word
#	TRANS
#		Transliterated word
#	PRONOUNCE
#		Pronunciation
#	LANG
#		Language
#	MORPH
#		Part of speech
#	DEF
#		Definition
#
STRONGS	WORD	TRANS	PRONOUNCE	LANG	MORPH	DEF
H150	אֲדַרְכֹּן	ʼădarkôn	ad-ar-kone'	heb	Noun Masculine	of Persian origin; a daric or Persian coin; dram.
H151	אֲדֹרָם	ʼĂdôrâm	ad-o-rawm'	x-pn	Proper Name Masculine	contracted for אֲדֹנִירָם; Adoram (or Adoniram), an Israelite; Adoram.
H152	אֲדְרַמֶּלֶךְ	ʼĂdrammelek	ad-ram-meh'-lek	x-pn	Proper Name Masculine	from אָדַר and מֶלֶךְ; splendor of (the) king; Adrammelek, the name of an Assyrian idol, also of a son of Sennacherib; Adrammelech.
H153	אֶדְרָע	ʼedrâʻ	ed-raw'	arc	Noun Feminine	(Aramaic) an orthographical variation for דְּרַע; an arm, i.e. (figuratively) power; force.
H154	אֶדְרֶעִי	ʼedreʻîy	ed-reh'-ee	x-pn	Proper Name Location	from the equivalent of אֶדְרָע; mighty; Edrei, the name of two places in Palestine; Edrei.
H155	אַדֶּרֶת	ʼaddereth	ad-deh'-reth	heb	Noun Feminine	feminine of אַדִּיר; ; also the same as אֶדֶר; something ample (as a large vine, a wide dress); garment, glory, goodly, mantle, robe.
H156	אָדַשׁ	ʼâdash	aw-dash'	heb	Verb	a primitive root; to tread out (grain); thresh.
H157	אָהַב	ʼâhab	aw-hab'	heb	Verb	or אָהֵב ; a primitive root; to have affection for (sexually or otherwise); (be-) love(-d, -ly, -r), like, friend.
H158	אַהַב	ʼahab	ah'-hab	heb	Noun Masculine	from אָהַב; affection (in a good or a bad sense); love(-r).
H159	אֹהַב	ʼôhab	o'-hab	heb	Noun Masculine	from אָדַשׁ; meaning the same as אַהַב; {affection (in a good or a bad sense)}; love.
H160	אַהֲבָה	ʼahăbâh	a-hab-aw	heb	Noun Feminine	feminine of אַהַב and meaning the same; {affection (in a good or a bad sense)}; love.
H161	אֹהַד	ʼÔhad	o'-had	x-pn	Proper Name Masculine	from an unused root meaning to be united; unity; Ohad, an Israelite; Ohad.
H162	אֲהָהּ	ʼăhâhh	a-haw'	heb	Interjection	apparently a primitive word expressing pain exclamatorily; Oh!; ah, alas.
H163	אַהֲוָא	ʼAhăvâʼ	a-hav-aw'	x-pn	Proper Name Location	probably of foreign origin; Ahava, a river of Babylonia; Ahava.
H164	אֵהוּד	ʼÊhûwd	ay-hood'	x-pn	Proper Name Masculine	from the same as אֹהַד; united; Ehud, the name of two or three Israelites; Ehud.
H165	אֱהִי	ʼĕhîy	e-hee'	heb	Adverb	apparently an orthographical variation for אַיֵּה; where; I will be (Hosea 13:10,14) (which is often the rendering of the same Hebrew form from הָיָה).
H166	אָהַל	ʼâhal	aw-hal'	heb	Verb	a primitive root; to be clear; shine.
H167	אָהַל	ʼâhal	aw-hal'	heb	Verb	a denominative from אֹהֶל; to tent; pitch (remove) a tent.
H168	אֹהֶל	ʼôhel	o'-hel	heb	Noun Masculine	from אָהַל; a tent (as clearly conspicuous from a distance); covering, (dwelling) (place), home, tabernacle, tent.
H169	אֹהֶל	ʼÔhel	o'-hel	x-pn	Proper Name Masculine	the same as אֹהֶל; Ohel, an Israelite; Ohel.
H170	אׇהֳלָה	ʼOhŏlâh	o-hol-aw'	x-pn	Proper Name Feminine	in form a feminine of אֹהֶל, but in fact for אׇהֳלָהּ; from אֹהֶל; her tent (i.e. idolatrous sanctuary); Oholah, a symbolic name for Samaria; Aholah.
H171	אׇהֳלִיאָב	ʼOhŏlîyʼâb	o''-hol-e-awb'	x-pn	Proper Name Masculine	from אֹהֶל and אָב; tent of (his) father; Oholiab, an Israelite; Aholiab.
H172	אׇהֳלִיבָה	ʼOhŏlîybâh	o''-hol-ee-baw'	x-pn	Proper Name Feminine	(similarly with אׇהֳלָה) for אׇהֳלִיבָהּ ; from אֹהֶל; my tent (is) in her; Oholibah, a symbolic name for Judah; Aholibah.
H173	אׇהֳלִיבָמָה	ʼOhŏlîybâmâh	o''-hol-ee-baw-maw'	x-pn	Noun	from אֹהֶל and בָּמָה; tent of (the) height; Oholibamah, a wife of Esau; Aholibamah.
H174	אֲהָלִים	ʼăhâlîym	a-haw-leem'	heb	Noun Masculine	or (feminine) אֲהָלוֹת (only used thus in the plural); of foreign origin; aloe wood (i.e. sticks); (tree of lign-) aloes.
H175	אַהֲרוֹן	ʼAhărôwn	a-har-one'	x-pn	Proper Name Masculine	of uncertain derivation; Aharon, the brother of Moses; Aaron.
H176	אוֹ	ʼôw	o	heb		presumed to be the 'constructive' or genitival form of אַו ; short for אַוָּה; desire (and so probably in Proverbs 31:4); hence (by way of alternative) or, also if; also, and, either, if, at the least, [idiom] nor, or, otherwise, then, whether.
H177	אוּאֵל	ʼÛwʼêl	oo-ale'	x-pn	Proper Name Masculine	from אוֹ and אֵל; wish of God; Uel, and Israelite; Uel.
H178	אוֹב	ʼôwb	obe	heb	Noun Masculine	from the same as אָב (apparently through the idea of prattling a father's name); properly, a mumble, i.e. a water skin (from its hollow sound); hence a necromancer (ventriloquist, as from a jar); bottle, familiar spirit.
H179	אוֹבִיל	ʼôwbîyl	o-beel'	x-pn	Proper Name Masculine	probably from אָבַל; mournful; Obil, an Ishmaelite; Obil.
H180	אוּבָל	ʼûwbâl	oo-bawl'	heb	Noun Masculine	or (shortened) אֻבָל ; from יָבַל (in the sense of יָבָל); a stream; river.
H181	אוּד	ʼûwd	ood	heb	Noun Masculine	from an unused root meaning to rake together; a poker (for turning or gathering embers); (fire-) brand.
H182	אוֹדוֹת	ʼôwdôwth	o-doth'	heb	Noun Feminine	or (shortened) אֹדוֹת (only thus in the plural); from the same as אוּד; turnings (i.e. occasions); (adverb) on account of; (be-) cause, concerning, sake.
H183	אָוָה	ʼâvâh	aw-vaw'	heb	Verb	a primitive root; to wish for; covet, (greatly) desire, be desirous, long, lust (after).
H184	אָוָה	ʼâvâh	aw-vaw'	heb	Verb	a primitive root; to extend or mark out; point out.
H185	אַוָּה	ʼavvâh	av-vaw'	heb	Noun Feminine	from אָוָה; longing; desire, lust after, pleasure.
H186	אוּזַי	ʼÛwzay	oo-zah'-ee	x-pn	Proper Name Masculine	perhaps by permutation for עֻזִּי, strong; Uzai, an Israelite; Uzai.
H187	אוּזָל	ʼÛwzâl	oo-zawl'	x-pn	Proper Name Masculine	of uncertain derivation; Uzal, a son of Joktan; Uzal.
H188	אוֹי	ʼôwy	o'-ee	heb	Interjection	probably from אָוָה (in the sense of crying out after); lamentation; also interjectionally Oh!; alas, woe.
H189	אֱוִי	ʼĔvîy	ev-ee'	x-pn	Proper Name Masculine	probably from אָוָה; desirous; Evi, a Midianitish chief; Evi.
H190	אוֹיָה	ʼôwyâh	o-yaw'	heb	Interjection	feminine of אוֹי; {lamentation; also interjectionally Oh!}; woe.
H191	אֱוִיל	ʼĕvîyl	ev-eel'	heb	Adjective Masculine	from an unused root (meaning to be perverse); (figuratively) silly; fool(-ish) (man).
H192	אֱוִיל מְרֹדַךְ	ʼĔvîyl Mᵉrôdak	ev-eel' mer-o-dak'	x-pn	Proper Name Masculine	of Aramaic derivation and probably meaning soldier of Merodak; Evil-Merodak, a Babylonian king; Evil-merodach.
H193	אוּל	ʼûwl	ool	heb	Noun Masculine	from an unused root meaning to twist, i.e. (by implication) be strong; the body (as being rolled together); also powerful; mighty, strength.
H194	אוּלַי	ʼûwlay	oo-lah'ee	heb	Adverb	or (shortened) אֻלַי; from אוֹ; if not; hence perhaps; if so be, may be, peradventure, unless.
H195	אוּלַי	ʼÛwlay	oo-lah'ee	heb	Noun	of Persian derivation; the Ulai (or Eulaeus), a river of Persia; Ulai.
H196	אֱוִלִי	ʼĕvilîy	ev-ee-lee'	heb	Adjective	from אֱוִיל; silly, foolish; hence (morally) impious; foolish.
H197	אוּלָם	ʼûwlâm	oo-lawm'	heb	Noun Masculine	or (shortened), אֻלָם ; from אָלַם (in the sense of tying); a vestibule (as bound to the building); porch.
H198	אוּלָם	ʼÛwlâm	oo-lawm'	x-pn	Proper Name Masculine	appar, from אָלַם (in the sense of dumbness); solitary; Ulam, the name of two Israelites; Ulam.
H199	אוּלָם	ʼûwlâm	oo-lawm'	heb	Adverb	apparently a variation of אוּלַי; however or on the contrary; as for, but, howbeit, in very deed, surely, truly, wherefore.
H200	אִוֶּלֶת	ʼivveleth	iv-veh'-leth	heb	Noun Feminine	from the same as אֱוִיל; silliness; folly, foolishly(-ness).
H201	אוֹמָר	ʼÔwmâr	o-mawr'	x-pn	Proper Name Masculine	from אָמַר; talkative; Omar, a grandson of Esau; Omar.
H202	אוֹן	ʼôwn	one	heb	Noun Masculine	probably from the same as אָוֶן (in the sense of effort, but successful); ability, power, (figuratively) wealth; force, goods, might, strength, substance.
H203	אוֹן	ʼÔwn	one	x-pn	Proper Name Masculine	the same as אוֹן; On, an Israelite; On.
H204	אוֹן	ʼÔwn	one	x-pn	Proper Name Location	or (shortened); אֹן; of Egyptian derivation; On, a city of Egypt; On.
H205	אָוֶן	ʼâven	aw-ven'	heb	Noun Masculine	from an unused root perhaps meaning properly, to pant (hence, to exert oneself, usually in vain; to come to naught); strictly nothingness; also trouble. vanity, wickedness; specifically an idol; affliction, evil, false, idol, iniquity, mischief, mourners(-ing), naught, sorrow, unjust, unrighteous, vain, vanity, wicked(-ness). Compare אַיִן.
H206	אָוֶן	ʼÂven	aw'-ven	x-pn	Proper Name Location	the same as אָוֶן; idolatry; Aven, the contemptuous synonym of three places, one in Coele-Syria, one in Egypt (On), and one in Palestine (Bethel); Aven. See also אוֹן, בֵּית אָוֶן.
H207	אוֹנוֹ	ʼÔwnôw	o-no'	x-pn	Proper Name Location	or (shortened) אֹנוֹ; prolonged from אוֹן; strong; Ono, a place in Palestine; Ono.
H208	אוֹנָם	ʼÔwnâm	o-nawm'	x-pn	Proper Name Masculine	a variation of אוֹנָן; strong; Onam, the name of an Edomite and of an Israelite; Onam.
H209	אוֹנָן	ʼÔwnân	o-nawn'	x-pn	Proper Name Masculine	a variation of אוֹנוֹ; strong; Onan, a son of Judah; Onan.
H210	אוּפָז	ʼÛwphâz	oo-fawz'	x-pn	Proper Name Location	perhaps a corruption of אוֹפִיר; Uphaz, a famous gold region; Uphaz.
H211	אוֹפִיר	ʼÔwphîyr	o-feer'	x-pn	Proper Name Masculine	or (shortened) אֹפִיר; and אוֹפִר; of uncertain derivation; Ophir, the name of a son of Joktan, and of a gold region in the East; Ophir.
H212	אוֹפָן	ʼôwphân	o-fawn'	heb	Noun Masculine	or (shortened) אֹפָן; from an unused root meaning to revolve; a wheel; wheel.
H213	אוּץ	ʼûwts	oots	heb	Verb	a primitive root; to press; (by implication) to be close, hurry, withdraw; (make) haste(-n, -y), labor, be narrow.
H214	אוֹצָר	ʼôwtsâr	o-tsaw'	heb	Noun Masculine	from אָצַר; a depository; armory, cellar, garner, store(-house), treasure(-house) (-y).
H215	אוֹר	ʼôwr	ore	heb	Verb	a primitive root; to be (causative, make) luminous (literally and metaphorically); [idiom] break of day, glorious, kindle, (be, en-, give, show) light (-en, -ened), set on fire, shine.
H216	אוֹר	ʼôwr	ore	heb	Noun Feminine	from אוֹר; illumination or (concrete) luminary (in every sense, including lightning, happiness, etc.); bright, clear, [phrase] day, light (-ning), morning, sun.
H217	אוּר	ʼûwr	ore	heb	Noun Masculine	from אוֹר; flame; hence (in the plural) the East (as being the region of light); fire, light. See also אוּרִים.
H218	אוּר	ʼÛwr	oor	x-pn	Proper Name Location	the same as אוּר; Ur, a place in Chaldaea; also an Israelite; Ur.
H219	אוֹרָה	ʼôwrâh	o-raw'	heb	Noun Feminine	feminine of אוֹר; luminousness, i.e. (figuratively) prosperity; also a plant (as being bright); herb, light.
H220	אֲוֵרָה	ʼăvêrâh	av-ay-raw'	heb	Noun Feminine	by transposition for אֻרְוָה; a stall; cote.
H221	אוּרִי	ʼÛwrîy	oo-ree'	x-pn	Proper Name Masculine	from אוּר; fiery; Uri, the name of three Israelites; Uri.
H222	אוּרִיאֵל	ʼÛwrîyʼêl	oo-ree-ale'	x-pn	Proper Name Masculine	from אוּר and אֵל; flame of God; Uriel, the name of two Israelites; Uriel.
H223	אוּרִיָּה	ʼÛwrîyâh	oo-ree-yaw'	x-pn	Proper Name Masculine	or (prolonged) אוּרִיָּהוּ ; from אוּר and יָהּ; flame of Jah; Urijah, the name of one Hittite and five Israelites; Uriah, Urijah.
H224	אוּרִים	ʼÛwrîym	oo-reem'	x-pn	Noun Masculine	plural of אוּר; lights; Urim, the oracular brilliancy of the figures in the high-priest's breastplate; Urim.
H225	אוּת	ʼûwth	ooth	heb	Verb	a primitive root; properly, to come, i.e. (implied) to assent; consent.
H226	אוֹת	ʼôwth	oth	heb	Noun Feminine	probably from אוּת (in the sense of appearing); a signal (literally or figuratively), as aflag, beacon, monument, omen, prodigy, evidence, etc.; mark, miracle, (en-) sign, token.
H227	אָז	ʼâz	awz	heb	Adverb	a demonstrative adverb; at that time or place; also as a conjunction, therefore; beginning, for, from, hitherto, now, of old, once, since, then, at which time, yet.
H228	אֲזָא	ʼăzâʼ	az-zaw'	arc	Verb	(Aramaic) or אֲזָה (Aramaic); to kindle; (by implication) to heat; heat, hot.
H229	אֶזְבַּי	ʼEzbay	ez-bah'ee	x-pn	Proper Name Masculine	probably from אֵזוֹב; hyssop-like; Ezbai, an Israelite; Ezbai.
H230	אֲזָד	ʼăzâd	az-zawd'	arc	Verb	(Aramaic) of uncertain derivation; firm; be gone.
H231	אֵזוֹב	ʼêzôwb	ay-zobe'	heb	Noun Masculine	probably of foreign derivation; hyssop; hyssop.
H232	אֵזוֹר	ʼêzôwr	ay-zore'	heb	Noun Masculine	from אֲזִקִּים; something girt; a belt, also a band; girdle.
H233	אֲזַי	ʼăzay	az-ah'ee	heb	Adverb	probably from אָז; at that time; then.
H234	אַזְכָּרָה	ʼazkârâh	az-kaw-raw'	heb	Noun Feminine	from זָכַר; a reminder; specifically remembrance-offering; memorial.
H235	אָזַל	ʼâzal	aw-zal'	heb	Verb	a primitive root; to go away, hence, to disappear; fail, gad about, go to and fro (but in Ezekiel 27:19 the word is rendered by many 'from Uzal,' by others 'yarn'), be gone (spent).
H236	אֲזַל	ʼăzal	az-al'	arc	Verb	(Aramaic) the same as אָזַל; to depart; go (up).
H237	אֶזֶל	ʼezel	eh'-zel	x-pn	Proper Name Location	from אָזַל; departure; Ezel, a memorial stone in Palestine; Ezel.
H238	אָזַן	ʼâzan	aw-zan'	heb	Verb	a primitive root; probably to expand; but used only as a denominative from אֹזֶן; to broaden out the ear (with the hand), i.e. (by implication) to listen; give (perceive by the) ear, hear(-ken). See אָזַן.
H239	אָזַן	ʼâzan	aw-zan'	heb	Verb	a primitive root (rather identical with אָזַן through the idea of scales as if two ears); to weigh, i.e. (figuratively) ponder; give good heed.
H240	אָזֵן	ʼâzên	aw-zane'	heb	Noun Masculine	from אָזַן; a spade or paddle (as having a broad end); weapon.
H241	אֹזֶן	ʼôzen	o'-zen	heb	Noun Feminine	from אָזַן; broadness. i.e. (concrete) the ear (from its form in man); [phrase] advertise, audience, [phrase] displease, ear, hearing, [phrase] show.
H242	אֻזֵּן שֶׁאֱרָה	ʼUzzên Sheʼĕrâh	ooz-zane' sheh-er-aw'	x-pn	Proper Name Location	from אָזַן and שֶׁאֱרָה; plot of Sheerah (i.e. settled by him); Uzzen-Sheerah, a place in Palestine; Uzzen-sherah.
H243	אַזְנוֹת תָּבוֹר	ʼAznôwth Tâbôwr	az-noth' taw-bore'	x-pn	Proper Name Location	from אָזַן and תָּבוֹר; flats (i.e. tops) of Tabor (i.e. situated on it); Aznoth-Tabor, a place in Palestine; Aznoth-tabor.
H244	אׇזְנִי	ʼOznîy	oz-nee'	x-pn	Proper Name Masculine	from אֹזֶן; having (quick) ears; Ozni, an Israelite; also an Oznite (collectively), his descendant; Ozni, Oznites.
H245	אֲזַנְיָה	ʼĂzanyâh	az-an-yaw'	x-pn	Proper Name Masculine	from אָזַן and יָהּ; heard by Jah; Azanjah, an Israelite; Azaniah.
H246	אֲזִקִּים	ʼăziqqîym	az-ik-keem'	heb	Noun Masculine	a variation for זִיקָה; manacles; chains.
H247	אָזַר	ʼâzar	aw-zar'	heb	Verb	a primitive root; to belt; bind (compass) about, gird (up, with).
H248	אֶזְרוֹעַ	ʼezrôwaʻ	ez-ro'-a	heb	Noun Feminine	a variation for זְרוֹעַ; the arm; arm.
H249	אֶזְרָח	ʼezrâch	ez-rawkh'	heb	Noun Masculine	from זָרַח (in the sense of springing up); a spontaneous growth, i.e. native (tree or persons); bay tree, (home-) born (in the land), of the (one's own) country (nation).
H250	אֶזְרָחִי	ʼEzrâchîy	ez-raw-khee'	x-pn	Adjective	patronymic from חֹבָב; an Ezrachite or descendant of Zerach; Ezrahite.
H251	אָח	ʼâch	awkh	heb	Noun Masculine	a primitive word; a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like father)); another, brother(-ly); kindred, like, other. Compare also the proper names beginning with 'Ah-' or 'Ahi-'.
H252	אַח	ʼach	akh	arc	Noun Masculine	(Aramaic) corresponding to אָח; {a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance)}; brother.
H253	אָח	ʼâch	awkh	heb	Interjection	a variation for אֲהָהּ; Oh! (expressive of grief or surprise); ah, alas.
H254	אָח	ʼâch	awkh	heb	Noun Feminine	of uncertain derivation; a fire-pot or chafing dish; hearth.
H255	אֹחַ	ʼôach	o'-akh	heb	Noun Masculine	probably from אָח; a howler or lonesome wild animal; doleful creature.
H256	אַחְאָב	ʼAchʼâb	akh-awb'	x-pn		once (by contraction) אֶחָב (Jeremiah 29:22); from אָח and אָב; brother (i.e. friend) of (his) father; Achab, the name of a king of Israel and of a prophet at Babylon; Ahab.
H257	אַחְבָן	ʼAchbân	akh-bawn'	x-pn	Proper Name Masculine	from אָח and בִּין; brother (i.e. possessor) of understanding; Achban, an Israelite; Ahban.
H258	אָחַד	ʼâchad	aw-khad'	heb	Verb	perhaps a primitive root; to unify, i.e. (figuratively) collect (one's thoughts); go one way or other.
H259	אֶחָד	ʼechâd	ekh-awd'	heb	Adjective	a numeral from אָחַד; properly, united, i.e. one; or (as an ordinal) first; a, alike, alone, altogether, and, any(-thing), apiece, a certain, (dai-) ly, each (one), [phrase] eleven, every, few, first, [phrase] highway, a man, once, one, only, other, some, together,
H260	אָחוּ	ʼâchûw	aw'-khoo	heb	Noun Masculine	of uncertain (perhaps Egyptian) derivation; a bulrush or any marshy grass (particularly that along the Nile); flag, meadow.
H261	אֵחוּד	ʼÊchûwd	ay-khood'	x-pn	Proper Name Masculine	from אָחַד; united; Echud, the name of three Israelites; Ehud.
H262	אַחְוָה	ʼachvâh	akh-vaw'	heb	Noun Feminine	from חָוָה (in the sense of חֲוָא); an utterance; declaration.
H263	אַחֲוָה	ʼachăvâh	akh-av-aw'	arc	Noun Feminine	(Aramaic) corresponding to אַחְוָה; solution (of riddles); showing.
H264	אַחֲוָה	ʼachăvâh	akh-av-aw'	heb	Noun Masculine	from אָח; fraternity; brotherhood.
H265	אֲחוֹחַ	ʼĂchôwach	akh-o'-akh	x-pn	Proper Name Masculine	by reduplication from אָח; brotherly; Achoach, an Israelite; Ahoah.
H266	אֲחוֹחִי	ʼĂchôwchîy	akh-o-khee'	x-pn	Adjective	patronymic from אַחֲוָה; an Achochite or descendant of Achoach; Ahohite.
H267	אֲחוּמַי	ʼĂchûwmay	akh-oo-mah'-ee	x-pn	Proper Name Masculine	perhaps from אָח and מַיִם; brother (i.e. neighbour) of water; Achumai, an Israelite; Ahumai.
H268	אָחוֹר	ʼâchôwr	aw-khore'	heb		or (shortened) אָחֹר ; from אֲחִירַע; the hinder part; hence (adverb) behind, backward; also (as facing north) the West; after(-ward), back (part, -side, -ward), hereafter, (be-) hind(-er part), time to come, without.
H269	אָחוֹת	ʼâchôwth	aw-khoth'	heb	Noun Feminine	irregular feminine of אָח; a sister (used very widely (like brother), literally and figuratively); (an-) other, sister, together.
H270	אָחַז	ʼâchaz	aw-khaz'	heb	Verb	a primitive root; to seize (often with the accessory idea of holding in possession); [phrase] be affrighted, bar, (catch, lay, take) hold (back), come upon, fasten, handle, portion, (get, have or take) possess(-ion).
H271	אָחָז	ʼÂchâz	aw-khawz'	x-pn	Proper Name Masculine	from אָחַז; possessor; Achaz, the name of a Jewish king and of an Israelite; Ahaz.
H272	אֲחֻזָּה	ʼăchuzzâh	akh-ooz-zaw'	heb	Noun Feminine	feminine passive participle from אָחַז; something seized, i.e. a possession (especially of land); possession.
H273	אַחְזַי	ʼAchzay	akh-zah'ee	x-pn	Proper Name Masculine	from אָחַז; seizer; Achzai, an Israelite; Ahasai.
H274	אֲחַזְיָה	ʼĂchazyâh	akh-az-yaw'	x-pn	Proper Name Masculine	or (prolonged) אֲחַזְיָהוּ ; from אָחַז and יָהּ; Jah has seized; Achazjah, the name of a Jewish and an Israelite king; Ahaziah.
H275	אֲחֻזָּם	ʼĂchuzzâm	akh-ooz-zawm'	x-pn	Proper Name Masculine	from אָחַז; seizure; Achuzzam, an Israelite; Ahuzam.
H276	אֲחֻזַּת	ʼĂchuzzath	akh-ooz-zath'	x-pn	Proper Name Masculine	a variation of אֲחֻזָּה; possession; Achuzzath, a Philistine; Ahuzzath.
H277	אֲחִי	ʼĂchîy	akh-ee'	x-pn	Proper Name Masculine	from אָח; brotherly; Achi, the name of two Israelites; Ahi.
